statefip,puma,superpuma,mpop2000,pumapop2000,mpopshare2000,metropuma03
36,"04309","36152",115597,115597,1,1
36,"04310","36152",106387,106387,1,1
36,"04311","36152",101878,101878,1,1
36,"04312","36152",109586,109586,1,1
37,"00100","37010",54033,170999,.3159843,0
37,"00201","37010",120871,120871,1,1
37,"00202","37010",105094,105094,1,1
37,"00300","37010",89173,118507,.7524703,1
37,"00400","37020",0,219661,0,0
37,"00500","37010",0,117707,0,0
37,"00600","37010",0,147528,0,0
37,"00700","37020",141685,141685,1,1
37,"00800","37020",200166,200166,1,1
37,"00901","37040",100238,100238,1,1
37,"00902","37040",102718,102718,1,1
37,"00903","37040",103408,103408,1,1
37,"00904","37040",100665,100665,1,1
37,"00905","37040",133799,133799,1,1
37,"01000","37040",154626,154626,1,1
37,"01100","37030",190365,254145,.7490409,1
37,"01200","37030",0,130340,0,0
37,"01300","37030",131063,131063,1,1
37,"01400","37030",123677,123677,1,1
37,"01500","37030",0,122660,0,0
37,"01601","37060",104982,104982,1,1
37,"01602","37060",118909,118909,1,1
37,"01700","37060",197157,197157,1,1
37,"01800","37060",185776,185776,1,1
37,"01900","37060",120291,120291,1,1
37,"02000","37050",130454,130454,1,1
37,"02100","37050",115894,115894,1,1
37,"02200","37050",0,147246,0,0
37,"02300","37050",130800,130800,1,1
37,"02400","37080",127551,151052,.8444178,1
37,"02500","37070",25275,110197,.229362,0
37,"02601","37100",138841,138841,1,1
37,"02602","37100",137252,137252,1,1
37,"02701","37100",109366,109366,1,1
37,"02702","37100",123051,123051,1,1
37,"02703","37100",119336,119336,1,1
37,"02801","37080",113874,113874,1,1
37,"02802","37080",109440,109440,1,1
37,"02900","37080",167556,167556,1,1
37,"03000","37090",169225,169225,1,1
37,"03100","37090",0,140065,0,0
37,"03200","37110",0,109224,0,0
37,"03300","37090",0,111424,0,0
37,"03400","37130",143026,143026,1,1
37,"03500","37140",0,102057,0,0
37,"03600","37110",121015,121015,1,1
37,"03700","37110",181948,181948,1,1
37,"03800","37070",0,123339,0,0
37,"03900","37070",33646,190977,.1761783,0
37,"04000","37120",233450,233450,1,1
37,"04100","37120",41082,128109,.3206801,0
37,"04200","37120",150355,150355,1,1
37,"04300","37110",113329,113329,1,1
37,"04400","37130",18974,152436,.1244719,0
37,"04500","37140",0,161200,0,0
37,"04600","37130",133798,133798,1,1
37,"04700","37140",0,103258,0,0
37,"04800","37140",18190,150047,.1212287,0
38,"00100","38100",25303,109043,.2320461,0
38,"00200","38100",69416,194982,.3560123,0
38,"00300","38100",0,113504,0,0
38,"00400","38100",123138,123138,1,1
38,"00500","38100",66109,101533,.6511085,1
39,"00100","39010",0,107898,0,0
39,"00201","39020",157310,157310,1,1
39,"00202","39020",147274,147274,1,1
39,"00301","39020",101457,101457,1,1
39,"00302","39020",111238,111238,1,1
39,"00303","39020",100924,100924,1,1
39,"00400","39030",120536,182328,.6610943,1
39,"00501","39050",141250,141250,1,1
39,"00502","39050",143414,143414,1,1
39,"00601","39061",121180,121180,1,1
39,"00602","39061",129959,129959,1,1
39,"00603","39062",104941,104941,1,1
39,"00604","39061",119017,119017,1,1
39,"00605","39061",125623,125623,1,1
39,"00606","39062",102936,102936,1,1
39,"00607","39062",137949,137949,1,1
39,"00608","39062",133914,133914,1,1
39,"00609","39063",108325,108325,1,1
39,"00610","39063",106580,106580,1,1
39,"00611","39063",101344,101344,1,1
39,"00612","39063",102210,102210,1,1
39,"00701","39070",103415,103415,1,1
39,"00702","39070",105692,105692,1,1
39,"00703","39070",109299,109299,1,1
39,"00800","39070",0,102728,0,0
39,"00901","39080",137257,137257,1,1
39,"00902","39080",129429,129429,1,1
39,"00903","39080",105767,105767,1,1
39,"00904","39080",110218,110218,1,1
39,"01000","39090",152061,152061,1,1
39,"01101","39090",100779,100779,1,1
39,"01102","39090",118826,118826,1,1
39,"01103","39090",106220,106220,1,1
39,"01201","39090",110662,110662,1,1
39,"01202","39090",106412,106412,1,1
39,"01300","39050",151095,151095,1,1
39,"01400","39040",0,112010,0,0
39,"01500","39030",0,152886,0,0
39,"01600","39010",0,125602,0,0
39,"01700","39010",108473,155084,.6994467,1
39,"01800","39010",0,116840,0,0
39,"01900","39030",31628,144811,.2184088,0
39,"02000","39040",128852,128852,1,1
39,"02100","39040",0,111564,0,0
39,"02201","39100",137297,137297,1,1
39,"02202","39100",144560,144560,1,1
39,"02203","39100",125077,125077,1,1
39,"02300","39110",0,112075,0,0
39,"02400","39110",144120,144120,1,1
39,"02500","39110",0,147562,0,0
39,"02600","39040",0,130098,0,0
39,"02700","39130",109989,109989,1,1
39,"02800","39130",133849,133849,1,1
39,"02900","39150",42337,143556,.2949163,0
39,"03001","39150",102837,102837,1,1
39,"03002","39150",140773,140773,1,1
39,"03101","39141",100985,100985,1,1
39,"03102","39141",132151,132151,1,1
39,"03103","39142",102397,102397,1,1
39,"03104","39142",147051,147051,1,1
39,"03105","39142",147537,147537,1,1
39,"03106","39142",111941,111941,1,1
39,"03107","39142",100967,100967,1,1
39,"03108","39141",120156,120156,1,1
39,"03109","39141",105793,105793,1,1
39,"03200","39130",145491,145491,1,1
39,"03300","39130",122759,122759,1,1
39,"03400","39120",0,118663,0,0
39,"03500","39120",63251,107386,.589006,1
39,"03600","39120",0,126342,0,0
39,"03700","39172",0,101040,0,0
39,"03800","39172",0,109851,0,0
39,"03900","39150",147886,147886,1,1
39,"04000","39160",166179,166179,1,1
39,"04101","39160",120561,120561,1,1
39,"04102","39160",117937,117937,1,1
39,"04103","39160",154385,154385,1,1
39,"04200","39171",158383,158383,1,1
39,"04301","39171",136384,136384,1,1
39,"04302","39171",196423,196423,1,1
39,"04401","39180",105929,105929,1,1
39,"04402","39180",153971,153971,1,1
39,"04403","39180",142498,142498,1,1
39,"04404","39180",111620,111620,1,1
39,"04501","39180",123557,123557,1,1
39,"04502","39180",104712,104712,1,1
39,"04503","39180",103016,103016,1,1
39,"04601","39171",104464,104464,1,1
39,"04602","39172",115798,115798,1,1
39,"04700","39172",0,106525,0,0
39,"04800","39120",62319,126029,.4944814,0
40,"00100","40100",0,113763,0,0
40,"00200","40100",0,117304,0,0
40,"00300","40100",0,108895,0,0
40,"00400","40100",114996,211047,.5448834,1
40,"00500","40300",0,209569,0,0
40,"00600","40300",122786,241838,.5077201,1
40,"00700","40500",48109,175957,.2734134,0
40,"00800","40500",78657,231123,.3403253,0
40,"00900","40500",0,183155,0,0
40,"01000","40400",128132,128132,1,1
40,"01100","40400",393049,393049,1,1
40,"01200","40400",175880,175880,1,1
40,"01301","40201",274630,274630,1,1
40,"01302","40201",231450,231502,.9997754,1
40,"01400","40202",227950,227950,1,1
40,"01500","40202",160745,160745,1,1
40,"01600","40202",66004,131473,.5020347,1
40,"01700","40202",134642,134642,1,1
41,"00100","41100",0,119045,0,0
41,"00200","41100",0,106719,0,0
41,"00300","41100",0,110421,0,0
41,"00400","41100",115367,115367,1,1
41,"00500","41200",43560,147931,.2944616,0
41,"00600","41200",78153,181222,.4312556,0
41,"00701","41200",109575,109575,1,1
41,"00702","41200",213384,213384,1,1
41,"00800","41300",0,159642,0,0
41,"00900","41300",181269,181269,1,1
41,"01000","41300",0,100399,0,0
41,"01101","41400",169460,169460,1,1
41,"01102","41400",115374,115374,1,1
41,"01200","41400",147372,147372,1,1
41,"01301","41501",101197,101197,1,1
41,"01302","41501",106539,106539,1,1
41,"01303","41501",101076,101076,1,1
41,"01304","41501",106403,106403,1,1
41,"01305","41501",110276,110276,1,1
41,"01306","41502",118328,118328,1,1
41,"01307","41502",104245,104245,1,1
41,"01308","41502",119190,119190,1,1
41,"01309","41502",111144,111144,1,1
41,"01310","41503",109461,109461,1,1
41,"01311","41503",142121,142121,1,1
41,"01312","41503",113187,113187,1,1
41,"01313","41503",101052,101052,1,1
42,"00100","42010",103717,103717,1,1
42,"00200","42010",177126,177126,1,1
42,"00300","42010",0,134229,0,0
42,"00400","42020",0,105102,0,0
42,"00500","42030",0,110690,0,0
42,"00600","42030",46302,136262,.3398013,0
42,"00700","42030",0,138687,0,0
42,"00801","42040",111281,111281,1,1
42,"00802","42040",130094,130094,1,1
42,"00901","42040",110185,110185,1,1
42,"00902","42040",113408,113408,1,1
42,"00903","42040",95657,159808,.5985745,1
42,"01000","42030",120044,120044,1,1
42,"01100","42130",0,112792,0,0
42,"01200","42020",0,186391,0,0
42,"01300","42020",135758,135758,1,1
42,"01400","42050",0,129314,0,0
42,"01500","42050",0,104276,0,0
42,"01600","42050",120293,120293,1,1
42,"01701","42071",109554,109554,1,1
42,"01702","42072",102711,102711,1,1
42,"01703","42073",122298,122298,1,1
42,"01801","42071",146335,146335,1,1
42,"01802","42071",104604,104604,1,1
42,"01803","42071",129336,129336,1,1
42,"01804","42072",194140,194140,1,1
42,"01805","42073",117953,117953,1,1
42,"01806","42073",105862,105862,1,1
42,"01807","42072",148873,148873,1,1
42,"01900","42060",174083,174083,1,1
42,"02001","42060",17985,112628,.159685,0
42,"02002","42060",163427,163427,1,1
42,"02101","42080",103871,103871,1,1
42,"02102","42080",155846,155846,1,1
42,"02103","42080",110276,110276,1,1
42,"02201","42073",142634,142634,1,1
42,"02202","42073",60263,100935,.5970476,1
42,"02300","42080",148644,148644,1,1
42,"02400","42050",72392,161997,.4468725,0
42,"02501","42090",132258,132258,1,1
42,"02502","42090",20340,100363,.2026643,0
42,"02600","42090",129144,129144,1,1
42,"02700","42090",0,109831,0,0
42,"02801","42110",0,112465,0,0
42,"02802","42110",0,108140,0,0
42,"02900","42100",120327,120327,1,1
42,"03001","42100",131562,131562,1,1
42,"03002","42100",120236,120236,1,1
42,"03101","42100",130105,130105,1,1
42,"03102","42100",127171,127171,1,1
42,"03201","42110",107315,107315,1,1
42,"03202","42110",167845,167845,1,1
42,"03203","42110",106591,106591,1,1
42,"03301","42120",163988,163988,1,1
42,"03302","42120",142287,142287,1,1
42,"03303","42120",164383,164383,1,1
42,"03401","42130",196767,196767,1,1
42,"03402","42130",176871,176871,1,1
42,"03500","42130",0,150336,0,0
42,"03600","42140",106632,106632,1,1
42,"03701","42140",152669,152669,1,1
42,"03702","42140",111591,111591,1,1
42,"03801","42140",121515,121515,1,1
42,"03802","42140",145551,145551,1,1
42,"03901","42160",194480,194480,1,1
42,"03902","42160",146817,146817,1,1
42,"03903","42160",132460,132460,1,1
42,"03904","42160",123878,123878,1,1
42,"04001","42170",109556,109556,1,1
42,"04002","42170",158623,158623,1,1
42,"04003","42170",155299,155299,1,1
42,"04004","42170",109747,109747,1,1
42,"04005","42170",111564,111564,1,1
42,"04006","42170",105308,105308,1,1
42,"04101","42151",158123,158123,1,1
42,"04102","42151",127076,127076,1,1
42,"04103","42151",114789,114789,1,1
42,"04104","42151",171538,171538,1,1
42,"04105","42152",167220,167220,1,1
42,"04106","42152",141720,141720,1,1
42,"04107","42152",116116,116116,1,1
42,"04108","42153",130546,130546,1,1
42,"04109","42153",110243,110243,1,1
42,"04110","42153",125879,125879,1,1
42,"04111","42153",154300,154300,1,1
42,"04201","42190",130855,130855,1,1
42,"04202","42190",162586,162586,1,1
42,"04203","42190",150563,150563,1,1
42,"04204","42190",106860,106860,1,1
42,"04301","42180",138030,138030,1,1
42,"04302","42180",164248,164248,1,1
42,"04303","42180",131223,131223,1,1
44,"00100","44100",173618,173618,1,1
44,"00200","44100",156152,156152,1,1
44,"00300","44100",114797,114797,1,1
44,"00400","44100",177035,177035,1,1
44,"00500","44200",136081,136081,1,1
44,"00600","44200",167090,167090,1,1
44,"00700","44200",123546,123546,1,1
45,"00100","45100",110757,176972,.6258448,1
45,"00201","45100",232890,232890,1,1
45,"00202","45100",146726,146726,1,1
45,"00301","45200",111486,111486,1,1
45,"00302","45200",142305,142305,1,1
45,"00400","45200",0,116486,0,0
45,"00500","45200",164614,164614,1,1
45,"00600","45200",93021,129129,.7203727,1
45,"00700","45500",165740,165740,1,1
45,"00800","45500",43776,146172,.2994828,0
45,"00900","45500",142552,142552,1,1
45,"01001","45400",103055,103055,1,1
45,"01002","45400",112557,112557,1,1
45,"01100","45400",116278,116278,1,1
45,"01200","45400",204801,204801,1,1
45,"01300","45300",52647,176885,.2976341,0
45,"01400","45300",67394,126934,.5309373,1
45,"01500","45800",196629,196629,1,1
45,"01600","45800",125761,161227,.7800244,1
45,"01700","45300",104646,104646,1,1
45,"01800","45600",15185,179500,.0845961,0
45,"01900","45600",0,141615,0,0
45,"02000","45600",96413,134677,.7158832,1
45,"02101","45700",181936,181936,1,1
45,"02102","45700",128033,128033,1,1
45,"02200","45700",142651,142651,1,1
45,"02300","45800",0,125516,0,0
46,"00100","46100",88565,110367,.8024591,1
46,"00200","46100",24253,101648,.2385979,0
46,"00300","46100",0,104499,0,0
46,"00400","46100",5832,108547,.0537279,0
46,"00500","46100",0,100749,0,0
46,"00600","46100",69870,105059,.6650549,1
46,"00700","46100",123975,123975,1,1
47,"00100","47010",0,175262,0,0
47,"00200","47090",12370,115514,.1070866,0
47,"00300","47020",134768,134768,1,1
47,"00400","47020",133501,133501,1,1
47,"00501","47020",113172,113172,1,1
47,"00502","47020",106086,106086,1,1
47,"00600","47030",58183,180038,.3231707,0
47,"00700","47030",0,117386,0,0
47,"00801","47040",103176,103176,1,1
47,"00802","47040",103435,103435,1,1
47,"00900","47040",74409,154817,.4806255,0
47,"01000","47040",107198,107198,1,1
47,"01100","47050",78787,112352,.7012514,1
47,"01200","47050",44294,115464,.3836174,0
47,"01301","47060",194578,194578,1,1
47,"01302","47060",102702,102702,1,1
47,"01400","47060",173890,173890,1,1
47,"01500","47050",105823,105823,1,1
47,"01600","47050",39086,129957,.300761,0
47,"01700","47070",104015,153030,.6797034,1
47,"01800","47070",155554,155554,1,1
47,"01900","47070",152342,152342,1,1
47,"02000","47070",39146,105331,.3716475,0
47,"02100","47030",0,132219,0,0
47,"02201","47081",119185,119185,1,1
47,"02202","47081",102188,102188,1,1
47,"02203","47081",131144,131144,1,1
47,"02204","47081",113959,113959,1,1
47,"02205","47082",103415,103415,1,1
47,"02300","47082",182023,182023,1,1
47,"02400","47082",126638,126638,1,1
47,"02500","47090",0,124364,0,0
47,"02600","47090",0,133851,0,0
47,"02700","47090",22295,127508,.1748518,0
47,"02800","47010",0,135386,0,0
47,"02900","47010",107377,107377,1,1
47,"03000","47101",80077,107178,.7471403,1
47,"03101","47102",165412,165412,1,1
47,"03102","47102",131020,131020,1,1
47,"03103","47101",127949,127949,1,1
47,"03104","47102",120682,120682,1,1
47,"03105","47102",105037,105037,1,1
47,"03201","47101",143012,143012,1,1
47,"03202","47101",104360,104360,1,1
48,"00100","48010",8664,185004,.0468314,0
48,"00200","48010",113546,113546,1,1
48,"00300","48010",104312,104312,1,1
48,"00400","48020",7072,135243,.0522911,0
48,"00501","48020",109885,109885,1,1
48,"00502","48020",132743,132743,1,1
48,"00600","48020",68653,145748,.4710391,0
48,"00700","48020",131664,131664,1,1
48,"00800","48030",110595,146958,.7525619,1
48,"00900","48030",76596,107838,.7102876,1
48,"01000","48030",5327,150724,.0353427,0
48,"01100","48030",89306,119744,.7458077,1
48,"01200","48040",35291,151812,.2324651,0
48,"01300","48040",111379,173489,.6419946,1
48,"01400","48040",174706,174706,1,1
48,"01500","48050",47372,116787,.4056273,0
48,"01600","48060",0,116186,0,0
48,"01700","48050",0,139333,0,0
48,"01800","48070",0,128386,0,0
48,"01900","48160",0,135939,0,0
48,"02000","48070",114393,114393,1,1
48,"02101","48080",118908,118908,1,1
48,"02102","48080",152874,152874,1,1
48,"02103","48080",112401,112401,1,1
48,"02104","48080",107492,107492,1,1
48,"02201","48090",243769,243769,1,1
48,"02202","48090",189207,189207,1,1
48,"02301","48101",102559,102559,1,1
48,"02302","48101",135393,135393,1,1
48,"02303","48103",138726,138726,1,1
48,"02304","48103",185969,185969,1,1
48,"02305","48102",132772,132772,1,1
48,"02306","48102",195592,195592,1,1
48,"02307","48101",140986,140986,1,1
48,"02308","48101",163249,163249,1,1
48,"02309","48102",114363,114363,1,1
48,"02310","48102",105698,105698,1,1
48,"02311","48104",191615,191615,1,1
48,"02312","48103",135008,135008,1,1
48,"02313","48104",105722,105722,1,1
48,"02314","48102",160667,160667,1,1
48,"02315","48104",210580,210580,1,1
48,"02400","48070",111360,111360,1,1
48,"02501","48111",122626,122626,1,1
48,"02502","48111",127119,127119,1,1
48,"02503","48112",188741,188741,1,1
48,"02504","48113",163535,163535,1,1
48,"02505","48111",155753,155753,1,1
48,"02506","48112",182037,182037,1,1
48,"02507","48111",142778,142778,1,1
48,"02508","48112",100914,100914,1,1
48,"02509","48113",142626,142626,1,1
48,"02510","48113",106529,106529,1,1
48,"02511","48113",102056,102056,1,1
48,"02600","48070",126811,126811,1,1
48,"02700","48120",12905,143342,.0900294,0
48,"02800","48120",20785,117487,.1769132,0
48,"02900","48120",126555,126555,1,1
48,"03000","48120",104010,107874,.9641804,1
48,"03100","48130",1771,110730,.0159939,0
48,"03200","48130",116009,116009,1,1
48,"03300","48130",121123,121123,1,1
48,"03400","48130",0,105339,0,0
48,"03501","48140",100908,100908,1,1
48,"03502","48140",118664,118664,1,1
48,"03503","48140",104782,104782,1,1
48,"03504","48140",191546,191546,1,1
48,"03505","48140",163722,163722,1,1
48,"03600","48150",17762,143846,.1234793,0
48,"03701","48150",105351,105351,1,1
48,"03702","48150",106591,106591,1,1
48,"03703","48150",101010,101010,1,1
48,"03801","48160",102610,102610,1,1
48,"03802","48160",110907,110907,1,1
48,"03900","48160",56060,138260,.405468,0
48,"04000","48160",152415,152415,1,1
48,"04100","48050",22246,162101,.1372354,0
48,"04200","48060",133039,133039,1,1
48,"04300","48060",113866,113866,1,1
48,"04400","48060",138185,138185,1,1
48,"04501","48170",131142,131142,1,1
48,"04502","48170",177767,177767,1,1
48,"04503","48170",113707,113707,1,1
48,"04601","48181",127994,127994,1,1
48,"04602","48181",146966,146966,1,1
48,"04603","48182",112240,112240,1,1
48,"04604","48183",131899,131899,1,1
48,"04605","48182",121881,121881,1,1
48,"04606","48182",133599,133599,1,1
48,"04607","48183",135809,135809,1,1
48,"04608","48184",112952,112952,1,1
48,"04609","48184",123652,123652,1,1
48,"04610","48183",124409,124409,1,1
48,"04611","48181",133154,133154,1,1
48,"04612","48185",118845,118845,1,1
48,"04613","48183",132397,132397,1,1
48,"04614","48186",146951,146951,1,1
48,"04615","48182",146298,146298,1,1
48,"04616","48187",124534,124534,1,1
48,"04617","48187",147862,147862,1,1
48,"04618","48185",164847,164847,1,1
48,"04619","48185",157770,157770,1,1
48,"04620","48184",108898,108898,1,1
48,"04621","48187",161648,161648,1,1
48,"04622","48186",156588,156588,1,1
48,"04623","48186",155011,155011,1,1
48,"04624","48184",132700,132700,1,1
48,"04625","48181",141674,141674,1,1
48,"04701","48170",176264,176264,1,1
48,"04702","48170",178188,178188,1,1
48,"04801","48190",132703,132703,1,1
48,"04802","48190",109064,109064,1,1
48,"04901","48190",115536,115536,1,1
48,"04902","48190",134622,134622,1,1
48,"05000","48200",0,118745,0,0
48,"05100","48210",89927,151626,.5930843,1
48,"05201","48210",130230,130230,1,1
48,"05202","48210",119737,119737,1,1
48,"05301","48221",167656,167656,1,1
48,"05302","48221",159117,159117,1,1
48,"05303","48222",159944,159944,1,1
48,"05304","48221",158035,158035,1,1
48,"05401","48222",163946,163946,1,1
48,"05402","48222",101171,101171,1,1
48,"05500","48200",167044,167044,1,1
48,"05601","48231",102340,102340,1,1
48,"05602","48231",113367,113367,1,1
48,"05603","48231",105949,105949,1,1
48,"05604","48231",121247,121247,1,1
48,"05605","48232",154732,154732,1,1
48,"05606","48233",172439,172439,1,1
48,"05607","48233",171968,171968,1,1
48,"05608","48232",108322,108322,1,1
48,"05609","48232",128363,128363,1,1
48,"05610","48232",101012,101012,1,1
48,"05611","48233",113192,113192,1,1
48,"05700","48200",77964,132051,.5904083,1
48,"05800","48240",80692,161411,.4999164,0
48,"05900","48240",0,154381,0,0
48,"06000","48240",193117,193117,1,1
48,"06100","48250",22497,128290,.1753605,0
48,"06200","48200",104735,119126,.8791952,1
48,"06301","48250",121832,121832,1,1
48,"06302","48250",155622,155622,1,1
48,"06400","48250",103329,103329,1,1
48,"06500","48260",0,131081,0,0
48,"06600","48270",106414,106414,1,1
48,"06701","48270",115186,115186,1,1
48,"06702","48270",100637,100637,1,1
48,"06703","48270",122312,122312,1,1
48,"06704","48270",124914,124914,1,1
48,"06800","48260",139722,139722,1,1
48,"06900","48260",195505,195505,1,1
49,"00100","49100",132126,176832,.7471837,1
49,"00200","49200",196533,196533,1,1
49,"00301","49200",132800,132800,1,1
49,"00302","49200",106194,106194,1,1
49,"00400","49100",36865,146776,.251165,0
49,"00501","49301",181105,181105,1,1
49,"00502","49302",102784,102784,1,1
49,"00503","49301",129505,129505,1,1
49,"00504","49301",146427,146427,1,1
49,"00505","49302",113043,113043,1,1
49,"00506","49302",101835,101835,1,1
49,"00507","49302",123688,123688,1,1
49,"00601","49100",137652,137652,1,1
49,"00602","49100",105387,105387,1,1
49,"00603","49100",125497,125497,1,1
49,"00700","49100",98592,207111,.4760346,0
50,"00100","50100",198889,198889,1,1
50,"00200","50100",0,143710,0,0
50,"00300","50100",0,129860,0,0
50,"00400","50100",0,136368,0,0
51,"00100","51011",189453,189453,1,1
51,"00200","51011",128283,128283,1,1
51,"00301","51011",208328,208328,1,1
51,"00302","51012",174963,174963,1,1
51,"00303","51012",202647,202647,1,1
51,"00304","51012",150794,150794,1,1
51,"00305","51012",264892,264892,1,1
51,"00400","51040",82794,117869,.7024239,1
51,"00501","51020",141229,141229,1,1
51,"00502","51020",185009,185009,1,1
51,"00600","51030",268974,268974,1,1
51,"00700","51040",133820,202381,.6612281,1
51,"00800","51020",92446,109249,.8461954,1
51,"00900","51030",109674,143936,.7619637,1
51,"01000","51040",159576,159576,1,1
51,"01100","51100",19536,193650,.100883,0
51,"01200","51050",197790,197790,1,1
51,"01300","51050",262300,262300,1,1
51,"01400","51060",259903,259903,1,1
51,"01500","51050",125560,125560,1,1
51,"01600","51110",119658,119658,1,1
51,"01700","51110",116274,116274,1,1
51,"01800","51110",214911,214911,1,1
51,"01900","51060",41897,162569,.2577183,0
51,"02000","51070",180150,180150,1,1
51,"02100","51070",146437,146437,1,1
51,"02200","51070",171950,171950,1,1
51,"02300","51060",150959,150959,1,1
51,"02400","51120",151272,165146,.9159895,1
51,"02500","51120",0,114319,0,0
51,"02600","51120",91873,124954,.7352546,1
51,"02700","51120",0,160045,0,0
51,"02801","51080",119978,119978,1,1
51,"02802","51080",154485,154485,1,1
51,"02803","51080",150794,150794,1,1
51,"02900","51090",234403,234403,1,1
51,"03000","51090",199184,199184,1,1
51,"03100","51090",193970,193970,1,1
51,"03200","51100",19333,126331,.1530345,0
51,"03300","51120",47286,140039,.3376631,0
51,"03400","51100",34122,135017,.2527237,0
51,"03500","51110",110156,110156,1,1
53,"00100","53010",166814,166814,1,1
53,"00200","53010",102979,188614,.5459775,1
53,"00300","53020",99219,172145,.5763687,1
53,"00400","53020",0,160368,0,0
53,"00500","53030",195629,195629,1,1
53,"00601","53030",107454,107454,1,1
53,"00602","53030",114856,114856,1,1
53,"00700","53020",20551,122932,.1671737,0
53,"00800","53040",191822,191822,1,1
53,"00901","53040",100341,100341,1,1
53,"00902","53040",122240,122240,1,1
53,"01001","53050",135486,135486,1,1
53,"01002","53050",153493,153493,1,1
53,"01003","53050",101485,101485,1,1
53,"01004","53050",102381,102381,1,1
53,"01005","53050",113179,113179,1,1
53,"01100","53100",102820,125805,.8172966,1
53,"01201","53060",100178,100178,1,1
53,"01202","53060",107177,107177,1,1
53,"01300","53090",193556,193556,1,1
53,"01401","53090",144671,144671,1,1
53,"01402","53090",150964,150964,1,1
53,"01403","53090",102772,102772,1,1
53,"01404","53090",108857,108857,1,1
53,"01500","53060",0,156778,0,0
53,"01600","53060",0,139883,0,0
53,"01701","53010",113492,113492,1,1
53,"01702","53010",118477,118477,1,1
53,"01801","53070",126999,126999,1,1
53,"01802","53070",109697,109697,1,1
53,"01803","53070",103992,103992,1,1
53,"01804","53070",102596,102596,1,1
53,"01805","53070",120090,120090,1,1
53,"01900","53081",109569,109569,1,1
53,"02001","53081",120405,120405,1,1
53,"02002","53081",134454,134454,1,1
53,"02003","53081",105794,105794,1,1
53,"02004","53081",112586,112586,1,1
53,"02005","53081",118696,118696,1,1
53,"02006","53082",114225,114225,1,1
53,"02007","53082",118352,118352,1,1
53,"02008","53082",117551,117551,1,1
53,"02009","53082",122028,122028,1,1
53,"02101","53100",100605,100605,1,1
53,"02102","53100",101073,101073,1,1
53,"02200","53100",143560,143560,1,1
54,"00100","54100",141060,158753,.8885502,1
54,"00200","54100",0,148742,0,0
54,"00300","54100",111200,111200,1,1
54,"00400","54200",180319,212483,.8486279,1
54,"00500","54200",0,113325,0,0
54,"00600","54100",101373,172336,.5882288,1
54,"00700","54300",96784,122741,.7885222,1
54,"00800","54300",287527,287527,1,1
54,"00900","54200",0,127444,0,0
54,"01000","54300",0,106802,0,0
54,"01100","54300",0,116017,0,0
54,"01200","54300",65011,130974,.4963657,0
55,"00100","55100",43287,180782,.2394431,0
55,"00200","55200",102313,102313,1,1
55,"00300","55200",124465,124465,1,1
55,"00400","55100",63155,222852,.2833944,0
55,"00500","55100",148337,148337,1,1
55,"00600","55300",0,303910,0,0
55,"00700","55400",36804,190129,.1935738,0
55,"00800","55400",22780,140085,.1626156,0
55,"00900","55400",107120,107120,1,1
55,"01000","55500",52468,193590,.2710264,0
55,"01100","55500",208054,208054,1,1
55,"01200","55500",218472,218472,1,1
55,"01300","55200",55821,215141,.2594624,0
55,"01400","55600",97296,252344,.3855689,0
55,"01500","55600",358365,358365,1,1
55,"01600","55300",125834,125834,1,1
55,"01700","55700",0,167780,0,0
55,"01800","55700",149577,149577,1,1
55,"01900","55700",188831,188831,1,1
55,"02001","55800",162402,162402,1,1
55,"02002","55800",145708,145708,1,1
55,"02003","55800",134585,134585,1,1
55,"02004","55800",154279,154279,1,1
55,"02101","55900",113792,113792,1,1
55,"02102","55900",229398,229398,1,1
55,"02201","55900",148131,148131,1,1
55,"02202","55900",100698,100698,1,1
55,"02203","55900",111938,111938,1,1
55,"02300","55900",199810,199810,1,1
55,"02400","55500",152307,152307,1,1
55,"02500","55200",112646,112646,1,1
56,"00100","56100",0,121885,0,0
56,"00200","56100",66533,117976,.5639537,1
56,"00300","56100",0,140300,0,0
56,"00400","56100",81607,113621,.7182387,1
72,"00100","72100",146424,146424,1,1
72,"00200","72100",144063,144063,1,1
72,"00300","72200",100131,100131,1,1
72,"00400","72200",110063,110063,1,1
72,"00500","72200",133856,133856,1,1
72,"00600","72300",124156,124156,1,1
72,"00700","72200",130505,130505,1,1
72,"00801","72300",123324,123324,1,1
72,"00802","72300",100720,100720,1,1
72,"00900","72300",100053,100053,1,1
72,"01001","72400",102030,102030,1,1
72,"01002","72400",119284,119284,1,1
72,"01003","72400",108758,108758,1,1
72,"01004","72400",104302,104302,1,1
72,"01100","72500",186076,186076,1,1
72,"01200","72500",128234,128234,1,1
72,"01300","72500",102286,113260,.9031079,1
72,"01400","72600",129972,129972,1,1
72,"01500","72600",113136,113136,1,1
72,"01600","72700",63418,132128,.479974,0
72,"01700","72700",78444,100109,.7835859,1
72,"01800","72700",186475,186475,1,1
72,"01900","72800",118063,118063,1,1
72,"02000","72800",136212,136212,1,1
72,"02100","72100",158163,158163,1,1
72,"02200","72800",78619,115272,.6820303,1
72,"02300","72800",72564,125218,.5795013,1
72,"02400","72600",165650,165650,1,1
72,"02500","72600",140502,140502,1,1
72,"02600","72600",112471,112471,1,1
