"state","puma2k","zcta5","stab","zipname","PUMA2kName","pop10","afact"
"State code","PUMA (2000)","ZIP census tabulation area","State abbreviation","ZCTA name","PUMA 2K name","Population (2010)","puma2k to zcta5 allocation factor"
"05","01400","72835","AR","Delaware, AR","0501400",923,0.009 
"05","01400","72841","AR","Harvey, AR","0501400",227,0.002 
"05","01400","72851","AR","New Blaine, AR","0501400",572,0.006 
"05","01400","72855","AR","Paris, AR","0501400",6314,0.061 
"05","01400","72863","AR","Scranton, AR","0501400",1582,0.015 
"05","01400","72865","AR","Subiaco, AR","0501400",1366,0.013 
"05","01400","72926","AR","Boles, AR","0501400",545,0.005 
"05","01400","72927","AR","Booneville, AR","0501400",8516,0.083 
"05","01400","72928","AR","Branch, AR","0501400",755,0.007 
"05","01400","72930","AR","Cecil, AR","0501400",320,0.003 
"05","01400","72933","AR","Charleston, AR","0501400",3915,0.038 
"05","01400","72943","AR","Magazine, AR","0501400",2600,0.025 
"05","01400","72944","AR","Mansfield, AR","0501400",1176,0.011 
"05","01400","72947","AR","Mulberry, AR","0501400",1277,0.012 
"05","01400","72949","AR","Ozark, AR","0501400",9953,0.096 
"05","01400","72950","AR","Parks, AR","0501400",409,0.004 
"05","01400","72951","AR","Ratcliff, AR","0501400",988,0.01 
"05","01400","72958","AR","Waldron, AR","0501400",8117,0.079 
"05","01400","72959","AR","Winslow, AR","0501400",15,0 
"05","01500","71743","AR","Gurdon, AR","0501500",4090,0.025 
"05","01500","71772","AR","Whelen Springs, AR","0501500",34,0 
"05","01500","71901","AR","Hot Springs, AR","0501500",29491,0.183 
"05","01500","71909","AR","Hot Springs Village, AR","0501500",10095,0.063 
"05","01500","71913","AR","Hot Springs National Park, AR","0501500",43436,0.269 
"05","01500","71921","AR","Amity, AR","0501500",2321,0.014 
"05","01500","71923","AR","Arkadelphia, AR","0501500",15557,0.096 
"05","01500","71929","AR","Bismarck, AR","0501500",4487,0.028 
"05","01500","71933","AR","Bonnerdale, AR","0501500",1616,0.01 
"05","01500","71935","AR","Caddo Gap, AR","0501500",808,0.005 
"05","01500","71941","AR","Donaldson, AR","0501500",2098,0.013 
"05","01500","71943","AR","Glenwood, AR","0501500",1448,0.009 
"05","01500","71949","AR","Jessieville, AR","0501500",1989,0.012 
"05","01500","71953","AR","Mena, AR","0501500",4,0 
"05","01500","71956","AR","Mountain Pine, AR","0501500",1882,0.012 
"05","01500","71957","AR","Mount Ida, AR","0501500",3133,0.019 
"05","01500","71960","AR","Norman, AR","0501500",1383,0.009 
"05","01500","71961","AR","Oden, AR","0501500",1003,0.006 
"05","01500","71962","AR","Okolona, AR","0501500",792,0.005 
"05","01500","71964","AR","Pearcy, AR","0501500",3926,0.024 
"05","01500","71965","AR","Pencil Bluff, AR","0501500",315,0.002 
"05","01500","71968","AR","Royal, AR","0501500",4717,0.029 
"05","01500","71969","AR","Sims, AR","0501500",376,0.002 
"05","01500","71970","AR","Story, AR","0501500",792,0.005 
"05","01500","71998","AR","Arkadelphia, AR","0501500",321,0.002 
"05","01500","71999","AR","Arkadelphia, AR","0501500",706,0.004 
"05","01500","72084","AR","Leola, AR","0501500",214,0.001 
"05","01500","72087","AR","Lonsdale, AR","0501500",814,0.005 
"05","01500","72104","AR","Malvern, AR","0501500",23139,0.143 
"05","01500","72167","AR","Traskwood, AR","0501500",446,0.003 
"05","01600","71601","AR","Pine Bluff, AR","0501600",17327,0.152 
"05","01600","71602","AR","Pine Bluff, AR","0501600",17982,0.157 
"05","01600","71603","AR","Pine Bluff, AR","0501600",34052,0.298 
"05","01600","71644","AR","Grady, AR","0501600",153,0.001 
"05","01600","71659","AR","Moscow, AR (PO Boxes)","0501600",104,0.001 
"05","01600","72003","AR","Almyra, AR","0501600",746,0.007 
"05","01600","72004","AR","Altheimer, AR","0501600",1311,0.011 
"05","01600","72015","AR","Benton, AR","0501600",542,0.005 
"05","01600","72026","AR","Casscoe, AR","0501600",393,0.003 
"05","01600","72038","AR","Crocketts Bluff, AR","0501600",74,0.001 
"05","01600","72042","AR","DeWitt, AR","0501600",5161,0.045 
"05","01600","72046","AR","England, AR","0501600",275,0.002 
"05","01600","72048","AR","Ethel, AR","0501600",114,0.001 
"05","01600","72055","AR","Gillett, AR","0501600",849,0.007 
"05","01600","72057","AR","Grapevine, AR","0501600",1070,0.009 
"05","01600","72065","AR","East End, AR","0501600",300,0.003 
"05","01600","72073","AR","Humphrey, AR","0501600",1139,0.01 
"05","01600","72079","AR","Jefferson, AR","0501600",786,0.007 
"05","01600","72084","AR","Leola, AR","0501600",764,0.007 
"05","01600","72128","AR","Poyen, AR","0501600",814,0.007 
"05","01600","72129","AR","Prattsville, AR","0501600",1409,0.012 
"05","01600","72132","AR","Redfield, AR","0501600",3242,0.028 
"05","01600","72140","AR","St. Charles, AR","0501600",305,0.003 
"05","01600","72150","AR","Sheridan, AR","0501600",12006,0.105 
"05","01600","72152","AR","Sherrill, AR","0501600",429,0.004 
"05","01600","72160","AR","Stuttgart, AR","0501600",10420,0.091 
"05","01600","72166","AR","Tichnor, AR","0501600",260,0.002 
"05","01600","72167","AR","Traskwood, AR","0501600",92,0.001 
"05","01600","72168","AR","Tucker, AR","0501600",1834,0.016 
"05","01600","72175","AR","Wabbaseka, AR","0501600",354,0.003 
"05","01700","38769","AR","Rosedale, MS","0501700",2,0 
"05","01700","71603","AR","Pine Bluff, AR","0501700",291,0.003 
"05","01700","71630","AR","Arkansas City, AR","0501700",405,0.004 
"05","01700","71631","AR","Banks, AR","0501700",673,0.007 
"05","01700","71635","AR","Crossett, AR","0501700",12348,0.124 
"05","01700","71638","AR","Dermott, AR","0501700",3794,0.038 
"05","01700","71639","AR","Dumas, AR","0501700",6579,0.066 
"05","01700","71640","AR","Eudora, AR","0501700",3227,0.032 
"05","01700","71642","AR","Fountain Hill, AR","0501700",648,0.007 
"05","01700","71643","AR","Gould, AR","0501700",1109,0.011 
"05","01700","71644","AR","Grady, AR","0501700",4111,0.041 
"05","01700","71646","AR","Hamburg, AR","0501700",6756,0.068 
"05","01700","71647","AR","Hermitage, AR","0501700",2111,0.021 
"05","01700","71651","AR","Jersey, AR","0501700",150,0.002 
"05","01700","71652","AR","Kingsland, AR","0501700",1159,0.012 
"05","01700","71653","AR","Lake Village, AR","0501700",5152,0.052 
"05","01700","71654","AR","McGehee, AR","0501700",4671,0.047 
"05","01700","71655","AR","Monticello, AR","0501700",15387,0.155 
"05","01700","71658","AR","Montrose, AR","0501700",728,0.007 
"05","01700","71660","AR","New Edinburg, AR","0501700",963,0.01 
"05","01700","71661","AR","Parkdale, AR","0501700",450,0.005 
"05","01700","71662","AR","Pickens, AR","0501700",82,0.001 
"05","01700","71663","AR","Portland, AR","0501700",732,0.007 
"05","01700","71665","AR","Rison, AR","0501700",6054,0.061 
"05","01700","71666","AR","Mc Gehee, AR","0501700",79,0.001 
"05","01700","71667","AR","Star City, AR","0501700",8267,0.083 
"05","01700","71670","AR","Tillar, AR","0501700",1403,0.014 
"05","01700","71671","AR","Warren, AR","0501700",8665,0.087 
"05","01700","71674","AR","Watson, AR","0501700",738,0.007 
"05","01700","71675","AR","Wilmar, AR","0501700",1824,0.018 
"05","01700","71676","AR","Wilmot, AR","0501700",684,0.007 
"05","01700","71677","AR","Winchester, AR","0501700",185,0.002 
"05","01700","72328","AR","Crumrod, AR (PO Boxes)","0501700",24,0 
"05","01700","72379","AR","Snow Lake, AR (PO Boxes)","0501700",50,0.001 
"05","01800","71701","AR","Camden, AR","0501800",20286,0.192 
"05","01800","71711","AR","Camden, AR","0501800",106,0.001 
"05","01800","71720","AR","Bearden, AR","0501800",2498,0.024 
"05","01800","71724","AR","Calion, AR","0501800",431,0.004 
"05","01800","71725","AR","Carthage, AR","0501800",555,0.005 
"05","01800","71726","AR","Chidester, AR","0501800",1435,0.014 
"05","01800","71730","AR","El Dorado, AR","0501800",32213,0.304 
"05","01800","71740","AR","Emerson, AR","0501800",1735,0.016 
"05","01800","71742","AR","Fordyce, AR","0501800",5980,0.057 
"05","01800","71744","AR","Hampton, AR","0501800",3224,0.03 
"05","01800","71745","AR","Harrell, AR","0501800",264,0.002 
"05","01800","71747","AR","Huttig, AR","0501800",1097,0.01 
"05","01800","71749","AR","Junction City, AR","0501800",2115,0.02 
"05","01800","71751","AR","Louann, AR","0501800",939,0.009 
"05","01800","71752","AR","Mc Neil, AR","0501800",1052,0.01 
"05","01800","71753","AR","Magnolia, AR","0501800",16848,0.159 
"05","01800","71758","AR","Mount Holly, AR","0501800",450,0.004 
"05","01800","71759","AR","Norphlet, AR","0501800",600,0.006 
"05","01800","71762","AR","Smackover, AR","0501800",2501,0.024 
"05","01800","71763","AR","Sparkman, AR","0501800",1666,0.016 
"05","01800","71764","AR","Stephens, AR","0501800",1847,0.017 
"05","01800","71765","AR","Strong, AR","0501800",2156,0.02 
"05","01800","71766","AR","Thornton, AR","0501800",670,0.006 
"05","01800","71770","AR","Waldo, AR","0501800",3218,0.03 
"05","01800","71860","AR","Stamps, AR","0501800",190,0.002 
"05","01800","71861","AR","Taylor, AR","0501800",1388,0.013 
"05","01800","71923","AR","Arkadelphia, AR","0501800",80,0.001 
"05","01800","72084","AR","Leola, AR","0501800",251,0.002 
"05","01900","71722","AR","Bluff City, AR","0501900",87,0.001 
"05","01900","71764","AR","Stephens, AR","0501900",33,0 
"05","01900","71770","AR","Waldo, AR","0501900",308,0.003 
"05","01900","71801","AR","Hope, AR","0501900",16745,0.156 
"05","01900","71820","AR","Alleene, AR (PO Boxes)","0501900",103,0.001 
"05","01900","71822","AR","Ashdown, AR","0501900",8925,0.083 
"05","01900","71825","AR","Blevins, AR","0501900",645,0.006 
"05","01900","71826","AR","Bradley, AR","0501900",1315,0.012 
"05","01900","71827","AR","Buckner, AR","0501900",817,0.008 
"05","01900","71834","AR","Doddridge, AR","0501900",1491,0.014 
"05","01900","71835","AR","Emmet, AR","0501900",1334,0.012 
"05","01900","71836","AR","Foreman, AR","0501900",2856,0.027 
"05","01900","71837","AR","Fouke, AR","0501900",5227,0.049 
"05","01900","71838","AR","Fulton, AR","0501900",1148,0.011 
"05","01900","71839","AR","Garland, AR","0501900",280,0.003 
"05","01900","71845","AR","Lewisville, AR","0501900",2387,0.022 
"05","01900","71846","AR","Lockesburg, AR","0501900",3,0 
"05","01900","71847","AR","Mc Caskill, AR","0501900",673,0.006 
"05","01900","71852","AR","Nashville, AR","0501900",1762,0.016 
"05","01900","71853","AR","Ogden, AR","0501900",365,0.003 
"05","01900","71854","AR","Texarkana, AR","0501900",36438,0.34 
"05","01900","71855","AR","Ozan, AR","0501900",708,0.007 
"05","01900","71857","AR","Prescott, AR","0501900",5894,0.055 
"05","01900","71858","AR","Rosston, AR","0501900",1710,0.016 
"05","01900","71859","AR","Saratoga, AR","0501900",280,0.003 
"05","01900","71860","AR","Stamps, AR","0501900",2443,0.023 
"05","01900","71861","AR","Taylor, AR","0501900",870,0.008 
"05","01900","71862","AR","Washington, AR","0501900",771,0.007 
"05","01900","71865","AR","Wilton, AR","0501900",194,0.002 
"05","01900","71866","AR","Winthrop, AR","0501900",725,0.007 
"05","01900","71921","AR","Amity, AR","0501900",1331,0.012 
"05","01900","71922","AR","Antoine, AR","0501900",129,0.001 
"05","01900","71940","AR","Delight, AR","0501900",1652,0.015 
"05","01900","71943","AR","Glenwood, AR","0501900",3373,0.031 
"05","01900","71950","AR","Kirby, AR","0501900",875,0.008 
"05","01900","71952","AR","Langley, AR","0501900",145,0.001 
"05","01900","71958","AR","Murfreesboro, AR","0501900",2525,0.024 
"05","01900","71959","AR","Newhope, AR","0501900",485,0.005 
"05","01900","71971","AR","Umpire, AR","0501900",97,0.001 
"05","01900","75556","AR","Bloomburg, TX","0501900",26,0 
"06","00100","95531","CA","Crescent City, CA","0600100",24528,0.208 
"06","00100","95543","CA","Gasquet, CA","0600100",765,0.006 
"06","00100","95548","CA","Klamath, CA","0600100",1373,0.012 
"06","00100","95567","CA","Smith River, CA","0600100",1930,0.016 
"06","00100","95568","CA","Somes Bar, CA","0600100",136,0.001 
"06","00100","96006","CA","Adin, CA","0600100",557,0.005 
"06","00100","96009","CA","Bieber, CA","0600100",569,0.005 
"06","00100","96014","CA","Callahan, CA","0600100",211,0.002 
"06","00100","96015","CA","Canby, CA","0600100",465,0.004 
"06","00100","96023","CA","Dorris, CA","0600100",1240,0.011 
"06","00100","96025","CA","Dunsmuir, CA","0600100",2143,0.018 
"06","00100","96027","CA","Etna, CA","0600100",2227,0.019 
"06","00100","96031","CA","Forks Of Salmon, CA","0600100",158,0.001 
"06","00100","96032","CA","Fort Jones, CA","0600100",2407,0.02 
"06","00100","96034","CA","Gazelle, CA","0600100",294,0.002 
"06","00100","96037","CA","Greenview, CA","0600100",308,0.003 
"06","00100","96038","CA","Grenada, CA","0600100",589,0.005 
"06","00100","96039","CA","Happy Camp, CA","0600100",1251,0.011 
"06","00100","96044","CA","Hornbrook, CA","0600100",1022,0.009 
"06","00100","96049","CA","Happy Camp, CA","0600100",95,0.001 
"06","00100","96050","CA","Klamath River, CA","0600100",414,0.004 
"06","00100","96054","CA","Lookout, CA (PO Boxes)","0600100",366,0.003 
"06","00100","96056","CA","Mcarthur, CA","0600100",675,0.006 
"06","00100","96057","CA","McCloud, CA","0600100",1355,0.011 
"06","00100","96058","CA","Macdoel, CA","0600100",798,0.007 
"06","00100","96064","CA","Montague, CA","0600100",4574,0.039 
"06","00100","96067","CA","Mount Shasta, CA","0600100",7165,0.061 
"06","00100","96068","CA","Nubieber, CA (PO Boxes)","0600100",183,0.002 
"06","00100","96085","CA","Scott Bar, CA (PO Boxes)","0600100",85,0.001 
"06","00100","96086","CA","Seiad Valley, CA","0600100",338,0.003 
"06","00100","96094","CA","Weed, CA","0600100",6630,0.056 
"06","00100","96097","CA","Yreka, CA","0600100",10031,0.085 
"06","00100","96101","CA","Alturas, CA","0600100",5490,0.046 
"06","00100","96104","CA","Cedarville, CA","0600100",748,0.006 
"06","00100","96105","CA","Chilcoot-Vinton, CA","0600100",127,0.001 
"06","00100","96108","CA","Davis Creek, CA","0600100",122,0.001 
"06","00100","96109","CA","Doyle, CA","0600100",2197,0.019 
"06","00100","96110","CA","Eagleville, CA (PO Boxes)","0600100",166,0.001 
"06","00100","96112","CA","Fort Bidwell, CA","0600100",214,0.002 
"06","00100","96113","CA","Patton Village, CA","0600100",1000,0.008 
"06","00100","96114","CA","Janesville, CA","0600100",3220,0.027 
"06","00100","96115","CA","Lake City, CA","0600100",145,0.001 
"06","00100","96116","CA","Likely, CA (PO Boxes)","0600100",233,0.002 
"06","00100","96117","CA","Litchfield, CA","0600100",405,0.003 
"06","00100","96119","CA","Madeline, CA (PO Boxes)","0600100",90,0.001 
"06","00100","96121","CA","Milford, CA","0600100",368,0.003 
"06","00100","96123","CA","Ravendale, CA","0600100",48,0 
"06","00100","96128","CA","Standish, CA","0600100",752,0.006 
"06","00100","96130","CA","Susanville, CA","0600100",23150,0.196 
"06","00100","96132","CA","Termo, CA","0600100",119,0.001 
"06","00100","96134","CA","Tulelake, CA","0600100",2512,0.021 
"06","00100","96136","CA","Wendel, CA","0600100",104,0.001 
"06","00100","96137","CA","Westwood, CA","0600100",1818,0.015 
"06","00100","97635","CA","New Pine Creek, OR (PO Boxes)","0600100",165,0.001 
"06","00100","99999","CA","99999","0600100",16,0 
"06","00200","95501","CA","Eureka, CA","0600200",23976,0.178 
"06","00200","95503","CA","Eureka, CA","0600200",24152,0.179 
"06","00200","95511","CA","Alderpoint, CA","0600200",360,0.003 
"06","00200","95514","CA","Blocksburg, CA","0600200",254,0.002 
"06","00200","95519","CA","McKinleyville, CA","0600200",17432,0.129 
"06","00200","95521","CA","Arcata, CA","0600200",20199,0.15 
"06","00200","95524","CA","Bayside, CA","0600200",1787,0.013 
"06","00200","95525","CA","Blue Lake, CA","0600200",1733,0.013 
"06","00200","95526","CA","Bridgeville, CA","0600200",378,0.003 
"06","00200","95528","CA","Carlotta, CA","0600200",1139,0.008 
"06","00200","95536","CA","Ferndale, CA","0600200",2849,0.021 
"06","00200","95537","CA","Fields Landing, CA","0600200",276,0.002 
"06","00200","95540","CA","Fortuna, CA","0600200",13657,0.101 
"06","00200","95542","CA","Garberville, CA","0600200",2533,0.019 
"06","00200","95545","CA","Honeydew, CA (PO Boxes)","0600200",153,0.001 
"06","00200","95546","CA","Hoopa, CA","0600200",3494,0.026 
"06","00200","95547","CA","Hydesville, CA","0600200",1222,0.009 
"06","00200","95549","CA","Kneeland, CA","0600200",805,0.006 
"06","00200","95550","CA","Korbel, CA","0600200",128,0.001 
"06","00200","95551","CA","Loleta, CA","0600200",1739,0.013 
"06","00200","95553","CA","Miranda, CA (PO Boxes)","0600200",1062,0.008 
"06","00200","95554","CA","Myers Flat, CA","0600200",533,0.004 
"06","00200","95555","CA","Orick, CA","0600200",410,0.003 
"06","00200","95556","CA","Orleans, CA","0600200",605,0.004 
"06","00200","95558","CA","Petrolia, CA","0600200",425,0.003 
"06","00200","95559","CA","Phillipsville, CA","0600200",182,0.001 
"06","00200","95560","CA","Redway, CA","0600200",1648,0.012 
"06","00200","95562","CA","Rio Dell, CA","0600200",3450,0.026 
"06","00200","95564","CA","Samoa, CA","0600200",462,0.003 
"06","00200","95565","CA","Scotia, CA","0600200",1071,0.008 
"06","00200","95569","CA","Redcrest, CA","0600200",361,0.003 
"06","00200","95570","CA","Westhaven-Moonstone, CA","0600200",2579,0.019 
"06","00200","95571","CA","Weott, CA","0600200",271,0.002 
"06","00200","95573","CA","Willow Creek, CA","0600200",1744,0.013 
"06","00200","95589","CA","Whitethorn, CA","0600200",1523,0.011 
"06","00200","99999","CA","99999","0600200",31,0 
"06","00300","96001","CA","Redding, CA","0600300",33865,0.191 
"06","00300","96002","CA","Redding, CA","0600300",33298,0.188 
"06","00300","96003","CA","Redding, CA","0600300",44461,0.251 
"06","00300","96007","CA","Anderson, CA","0600300",22841,0.129 
"06","00300","96008","CA","Bella Vista, CA","0600300",1231,0.007 
"06","00300","96011","CA","Big Bend, CA (PO Boxes)","0600300",218,0.001 
"06","00300","96013","CA","Burney, CA","0600300",4212,0.024 
"06","00300","96016","CA","Cassel, CA","0600300",366,0.002 
"06","00300","96017","CA","Castella, CA","0600300",171,0.001 
"06","00300","96019","CA","Shasta Lake, CA","0600300",10082,0.057 
"06","00300","96022","CA","Cottonwood, CA","0600300",7519,0.042 
"06","00300","96025","CA","Dunsmuir, CA","0600300",167,0.001 
"06","00300","96028","CA","Fall River Mills, CA","0600300",1464,0.008 
"06","00300","96033","CA","French Gulch, CA","0600300",432,0.002 
"06","00300","96040","CA","Hat Creek, CA","0600300",341,0.002 
"06","00300","96047","CA","Igo, CA","0600300",1004,0.006 
"06","00300","96051","CA","Lakehead, CA","0600300",1139,0.006 
"06","00300","96056","CA","Mcarthur, CA","0600300",967,0.005 
"06","00300","96059","CA","Manton, CA","0600300",284,0.002 
"06","00300","96062","CA","Millville, CA","0600300",1105,0.006 
"06","00300","96065","CA","Montgomery Creek, CA","0600300",357,0.002 
"06","00300","96069","CA","Oak Run, CA","0600300",982,0.006 
"06","00300","96071","CA","Old Station, CA","0600300",125,0.001 
"06","00300","96073","CA","Palo Cedro, CA","0600300",4082,0.023 
"06","00300","96075","CA","Paynes Creek, CA","0600300",20,0 
"06","00300","96076","CA","Platina, CA","0600300",63,0 
"06","00300","96084","CA","Round Mountain, CA (PO Boxes)","0600300",625,0.004 
"06","00300","96087","CA","Shasta, CA","0600300",600,0.003 
"06","00300","96088","CA","Shingletown, CA","0600300",4506,0.025 
"06","00300","96096","CA","Whitmore, CA","0600300",695,0.004 
"06","00300","99999","CA","99999","0600300",1,0 
"06","00400","95410","CA","Albion, CA","0600400",950,0.006 
"06","00400","95415","CA","Boonville, CA","0600400",1592,0.01 
"06","00400","95417","CA","Branscomb, CA","0600400",297,0.002 
"06","00400","95420","CA","Caspar, CA","0600400",374,0.002 
"06","00400","95422","CA","Clearlake, CA","0600400",15585,0.102 
"06","00400","95423","CA","Clearlake Oaks, CA","0600400",3747,0.025 
"06","00400","95425","CA","Cloverdale, CA","0600400",186,0.001 
"06","00400","95426","CA","Cobb, CA","0600400",2147,0.014 
"06","00400","95427","CA","Comptche, CA (PO Boxes)","0600400",459,0.003 
"06","00400","95428","CA","Covelo, CA","0600400",2516,0.016 
"06","00400","95429","CA","Dos Rios, CA","0600400",70,0 
"06","00400","95432","CA","Elk, CA","0600400",426,0.003 
"06","00400","95435","CA","Finley, CA (PO Boxes)","0600400",82,0.001 
"06","00400","95437","CA","Fort Bragg, CA","0600400",14799,0.097 
"06","00400","95443","CA","Glenhaven, CA","0600400",233,0.002 
"06","00400","95445","CA","Gualala, CA","0600400",2093,0.014 
"06","00400","95449","CA","Hopland, CA","0600400",1507,0.01 
"06","00400","95451","CA","Kelseyville, CA","0600400",11213,0.074 
"06","00400","95453","CA","Lakeport, CA","0600400",11256,0.074 
"06","00400","95454","CA","Laytonville, CA","0600400",2556,0.017 
"06","00400","95456","CA","Little River, CA","0600400",795,0.005 
"06","00400","95457","CA","Lower Lake, CA","0600400",2893,0.019 
"06","00400","95458","CA","Lucerne, CA","0600400",3104,0.02 
"06","00400","95459","CA","Manchester, CA","0600400",504,0.003 
"06","00400","95460","CA","Mendocino, CA","0600400",2285,0.015 
"06","00400","95461","CA","Middletown, CA","0600400",3413,0.022 
"06","00400","95463","CA","Navarro, CA","0600400",169,0.001 
"06","00400","95464","CA","Nice, CA","0600400",2673,0.018 
"06","00400","95466","CA","Philo, CA","0600400",946,0.006 
"06","00400","95467","CA","Hidden Valley Lake, CA","0600400",5498,0.036 
"06","00400","95468","CA","Point Arena, CA","0600400",1258,0.008 
"06","00400","95469","CA","Potter Valley, CA","0600400",1767,0.012 
"06","00400","95470","CA","Redwood Valley, CA","0600400",6032,0.04 
"06","00400","95482","CA","Ukiah, CA","0600400",31808,0.209 
"06","00400","95485","CA","Upper Lake, CA","0600400",2557,0.017 
"06","00400","95488","CA","Westport, CA","0600400",280,0.002 
"06","00400","95490","CA","Willits, CA","0600400",13264,0.087 
"06","00400","95493","CA","Witter Springs, CA","0600400",198,0.001 
"06","00400","95494","CA","Yorkville, CA","0600400",139,0.001 
"06","00400","95585","CA","Leggett, CA","0600400",508,0.003 
"06","00400","95587","CA","Piercy, CA","0600400",201,0.001 
"06","00400","95589","CA","Whitethorn, CA","0600400",89,0.001 
"06","00400","99999","CA","99999","0600400",37,0 
"06","00500","95527","CA","Burnt Ranch, CA","0600500",627,0.005 
"06","00500","95552","CA","Mad River, CA","0600500",697,0.005 
"06","00500","95563","CA","Salyer, CA (PO Boxes)","0600500",652,0.005 
"06","00500","95595","CA","Zenia, CA","0600500",262,0.002 
"06","00500","95645","CA","Knights Landing, CA","0600500",105,0.001 
"06","00500","95912","CA","Arbuckle, CA","0600500",4563,0.036 
"06","00500","95920","CA","Butte City, CA","0600500",274,0.002 
"06","00500","95932","CA","Colusa, CA","0600500",7718,0.061 
"06","00500","95939","CA","Elk Creek, CA","0600500",604,0.005 
"06","00500","95943","CA","Glenn, CA","0600500",879,0.007 
"06","00500","95950","CA","Grimes, CA","0600500",569,0.004 
"06","00500","95951","CA","Hamilton City, CA","0600500",2601,0.021 
"06","00500","95955","CA","Maxwell, CA","0600500",1517,0.012 
"06","00500","95963","CA","Orland, CA","0600500",15493,0.122 
"06","00500","95970","CA","Princeton, CA","0600500",530,0.004 
"06","00500","95973","CA","Chico, CA","0600500",78,0.001 
"06","00500","95979","CA","Stonyford, CA","0600500",597,0.005 
"06","00500","95987","CA","Williams, CA","0600500",5992,0.047 
"06","00500","95988","CA","Willows, CA","0600500",8857,0.07 
"06","00500","96010","CA","Big Bar, CA (PO Boxes)","0600500",239,0.002 
"06","00500","96021","CA","Corning, CA","0600500",16097,0.127 
"06","00500","96022","CA","Cottonwood, CA","0600500",8249,0.065 
"06","00500","96024","CA","Douglas City, CA","0600500",1145,0.009 
"06","00500","96029","CA","Flournoy, CA","0600500",124,0.001 
"06","00500","96035","CA","Gerber, CA","0600500",3324,0.026 
"06","00500","96041","CA","Hayfork, CA","0600500",2747,0.022 
"06","00500","96046","CA","Hyampom, CA","0600500",304,0.002 
"06","00500","96048","CA","Junction City, CA","0600500",736,0.006 
"06","00500","96052","CA","Lewiston, CA","0600500",1460,0.012 
"06","00500","96055","CA","Los Molinos, CA","0600500",3935,0.031 
"06","00500","96059","CA","Manton, CA","0600500",404,0.003 
"06","00500","96061","CA","Mill Creek, CA","0600500",36,0 
"06","00500","96063","CA","Mineral, CA","0600500",125,0.001 
"06","00500","96074","CA","Paskenta, CA (PO Boxes)","0600500",260,0.002 
"06","00500","96075","CA","Paynes Creek, CA","0600500",349,0.003 
"06","00500","96076","CA","Platina, CA","0600500",103,0.001 
"06","00500","96080","CA","Red Bluff, CA","0600500",28764,0.227 
"06","00500","96090","CA","Tehama, CA","0600500",421,0.003 
"06","00500","96091","CA","Trinity Center, CA","0600500",699,0.006 
"06","00500","96092","CA","Vina, CA (PO Boxes)","0600500",496,0.004 
"06","00500","96093","CA","Weaverville, CA","0600500",4133,0.033 
"06","00500","99999","CA","99999","0600500",25,0 
"06","00600","95901","CA","Linda, CA","0600600",329,0.001 
"06","00600","95914","CA","Bangor, CA","0600600",354,0.002 
"06","00600","95916","CA","Berry Creek, CA","0600600",1441,0.007 
"06","00600","95917","CA","Biggs, CA","0600600",3155,0.014 
"06","00600","95926","CA","Chico, CA","0600600",37725,0.171 
"06","00600","95928","CA","Chico, CA","0600600",36511,0.166 
"06","00600","95930","CA","Clipper Mills, CA","0600600",35,0 
"06","00600","95938","CA","Durham, CA","0600600",3787,0.017 
"06","00600","95941","CA","Forbestown, CA","0600600",451,0.002 
"06","00600","95942","CA","Forest Ranch, CA","0600600",1301,0.006 
"06","00600","95948","CA","Gridley, CA","0600600",10784,0.049 
"06","00600","95954","CA","Magalia, CA","0600600",12251,0.056 
"06","00600","95965","CA","Oroville, CA","0600600",20384,0.093 
"06","00600","95966","CA","Oroville East, CA","0600600",30503,0.139 
"06","00600","95968","CA","Palermo, CA","0600600",1412,0.006 
"06","00600","95969","CA","Paradise, CA","0600600",27549,0.125 
"06","00600","95973","CA","Chico, CA","0600600",31879,0.145 
"06","00600","95974","CA","Richvale, CA (PO Boxes)","0600600",8,0 
"06","00600","95978","CA","Stirling City, CA","0600600",143,0.001 
"06","00600","99999","CA","99999","0600600",4,0 
"06","00700","89439","CA","Verdi, NV","0600700",80,0.001 
"06","00700","95602","CA","Auburn, CA","0600700",5747,0.047 
"06","00700","95715","CA","Emigrant Gap, CA (PO Boxes)","0600700",8,0 
"06","00700","95728","CA","Soda Springs, CA (PO Boxes)","0600700",108,0.001 
"06","00700","95910","CA","Alleghany, CA","0600700",86,0.001 
"06","00700","95915","CA","Belden, CA","0600700",44,0 
"06","00700","95922","CA","Camptonville, CA","0600700",16,0 
"06","00700","95923","CA","Prattville, CA","0600700",58,0 
"06","00700","95934","CA","Crescent Mills, CA","0600700",274,0.002 
"06","00700","95936","CA","Downieville, CA","0600700",352,0.003 
"06","00700","95944","CA","Goodyears Bar, CA","0600700",46,0 
"06","00700","95945","CA","Grass Valley, CA","0600700",25199,0.207 
"06","00700","95946","CA","Lake Wildwood, CA","0600700",9790,0.08 
"06","00700","95947","CA","Greenville, CA","0600700",1899,0.016 
"06","00700","95949","CA","Grass Valley, CA","0600700",19741,0.162 
"06","00700","95956","CA","Meadow Valley, CA","0600700",401,0.003 
"06","00700","95959","CA","Nevada City, CA","0600700",17838,0.146 
"06","00700","95960","CA","North San Juan, CA","0600700",729,0.006 
"06","00700","95971","CA","East Quincy, CA","0600700",5970,0.049 
"06","00700","95975","CA","Rough And Ready, CA","0600700",1769,0.014 
