statefip,puma,mpop2000,pumapop2000,mpopshare2000,metropuma03,mpop2010,pumapop2010,mpopshare2010,metropuma13
26,1704,106385,178072,0.5974274,1,116260,186908,0.6220173,1
26,1801,160656,160656,1,1,167026,167026,1,1
26,1802,118664,118664,1,1,113869,113869,1,1
26,1900,168408,168408,1,1,183141,183141,1,1
26,2000,194741,194741,1,1,195319,195319,1,1
26,2101,116051,116051,1,1,129163,129163,1,1
26,2102,122552,122552,1,1,121168,121168,1,1
26,2200,0,108208,0,0,0,106543,0,0
26,2300,127367,127367,1,1,128551,128551,1,1
26,2400,162453,162453,1,1,156813,156813,1,1
26,2500,0,145417,0,0,0,146580,0,0
26,2600,158422,158422,1,1,160248,160248,1,1
26,2701,92634,92634,1,1,105869,105869,1,1
26,2702,115908,115908,1,1,115103,115103,1,1
26,2703,114354,114354,1,1,123819,123819,1,1
26,2800,156951,156951,1,1,180967,180967,1,1
26,2901,119475,119475,1,1,127871,127871,1,1
26,2902,117320,117320,1,1,129788,129788,1,1
26,2903,159589,159589,1,1,163887,163887,1,1
26,2904,160015,160015,1,1,153492,153492,1,1
26,2905,105666,105666,1,1,119274,119274,1,1
26,2906,152579,152579,1,1,151575,151575,1,1
26,2907,175047,175047,1,1,165926,165926,1,1
26,2908,204478,204478,1,1,190549,190549,1,1
26,3001,98562,98562,1,1,119113,119113,1,1
26,3002,120227,120227,1,1,158141,158141,1,1
26,3003,124471,124471,1,1,129699,129699,1,1
26,3004,152716,152716,1,1,152177,152177,1,1
26,3005,145358,145358,1,1,139535,139535,1,1
26,3006,146778,146778,1,1,142313,142313,1,1
26,3100,164235,164235,1,1,163040,163040,1,1
26,3201,164886,164886,1,1,190877,190877,1,1
26,3202,152166,152166,1,1,145304,145304,1,1
26,3203,156013,156013,1,1,155927,155927,1,1
26,3204,165815,165815,1,1,154748,154748,1,1
26,3205,114440,114440,1,1,112548,112548,1,1
26,3206,125605,125605,1,1,133082,133082,1,1
26,3207,129265,129265,1,1,120367,120367,1,1
26,3208,209518,209518,1,1,160120,160120,1,1
26,3209,165132,165132,1,1,132104,132104,1,1
26,3210,195460,195460,1,1,134150,134150,1,1
26,3211,166607,166607,1,1,128838,128838,1,1
26,3212,180233,180233,1,1,133146,133146,1,1
26,3213,136047,136047,1,1,119373,119373,1,1
26,3300,145945,145945,1,1,152021,152021,1,1
27,100,82598,139700,0.5912528,1,90599,145090,0.6244331,1
27,200,0,106162,0,0,0,115527,0,0
27,300,28920,115363,0.2506877,0,32277,122104,0.2643402,0
27,400,103473,134056,0.7718655,1,102148,131501,0.776785,1
27,500,99804,99804,1,1,101187,101187,1,1
27,600,72388,136244,0.5313108,1,117800,163789,0.719218,1
27,700,0,124950,0,0,0,134436,0,0
27,800,0,146606,0,0,0,145237,0,0
27,900,133166,133166,1,1,150642,150642,1,1
27,1000,98643,98643,1,1,126950,126950,1,1
27,1101,90003,90003,1,1,103192,103192,1,1
27,1102,114952,114952,1,1,115158,115158,1,1
27,1103,93129,93129,1,1,112494,112494,1,1
27,1201,107040,107040,1,1,124434,124434,1,1
27,1202,94070,94070,1,1,113702,113702,1,1
27,1301,125544,125544,1,1,122961,122961,1,1
27,1302,98369,98369,1,1,100611,100611,1,1
27,1303,128720,128720,1,1,128300,128300,1,1
27,1304,158423,158423,1,1,156768,156768,1,1
27,1401,99420,99420,1,1,107488,107488,1,1
27,1402,86855,86855,1,1,103598,103598,1,1
27,1403,99549,99549,1,1,107104,107104,1,1
27,1404,107151,107151,1,1,106918,106918,1,1
27,1405,138803,138803,1,1,134723,134723,1,1
27,1406,125404,125404,1,1,125251,125251,1,1
27,1407,124081,124081,1,1,127765,127765,1,1
27,1408,108686,108686,1,1,110782,110782,1,1
27,1409,106203,106203,1,1,110531,110531,1,1
27,1410,120048,120048,1,1,118265,118265,1,1
27,1501,145567,145567,1,1,150199,150199,1,1
27,1502,104595,104595,1,1,138957,138957,1,1
27,1503,105742,105742,1,1,109396,109396,1,1
27,1600,79354,79354,1,1,115560,115560,1,1
27,1700,80349,80349,1,1,105410,105410,1,1
27,1800,89986,89986,1,1,124700,124700,1,1
27,1900,0,131255,0,0,15226,133146,0.1143557,0
27,2000,0,107815,0,0,0,103843,0,0
27,2100,0,122907,0,0,0,117943,0,0
27,2200,0,105238,0,0,96740,115876,0.8348579,1
27,2300,0,126218,0,0,27703,138028,0.2007056,0
27,2400,17731,122598,0.1446272,0,20087,127081,0.1580645,0
27,2500,124277,124277,1,1,144248,144248,1,1
27,2600,41328,112435,0.3675715,0,61569,113030,0.5447138,1
28,100,107199,107199,1,1,161252,161252,1,1
28,200,34993,143122,0.2444982,0,45873,150031,0.3057568,0
28,300,34597,124513,0.2778585,0,39664,124123,0.319554,0
28,400,0,134037,0,0,0,140095,0,0
28,500,0,127843,0,0,0,140001,0,0
28,600,0,179227,0,0,0,177627,0,0
28,700,0,138489,0,0,0,127185,0,0
28,800,0,158039,0,0,0,130429,0,0
28,900,56733,84882,0.6683759,1,102275,102275,1,1
28,1000,100030,100030,1,1,110253,110253,1,1
28,1100,142658,142658,1,1,128992,128992,1,1
28,1200,54810,104454,0.5247263,1,56482,105255,0.5366206,1
28,1300,142966,142966,1,1,169120,169120,1,1
28,1400,0,122831,0,0,0,125754,0,0
28,1500,0,117954,0,0,0,118713,0,0
28,1600,0,188790,0,0,0,184399,0,0
28,1700,0,132842,0,0,0,134963,0,0
28,1800,123812,149407,0.8286881,1,142842,169930,0.8405932,1
28,1900,75733,124354,0.6090109,1,43929,140127,0.3134942,0
28,2000,189601,189601,1,1,187105,187105,1,1
28,2100,131420,131420,1,1,139668,139668,1,1
29,100,0,114745,0,0,0,113961,0,0
29,200,114088,114088,1,1,119384,119384,1,1
29,300,0,126188,0,0,0,126089,0,0
29,400,63468,119809,0.5297446,1,85079,141360,0.6018605,1
29,500,140052,140052,1,1,149807,149807,1,1
29,600,135454,135454,1,1,162642,162642,1,1
29,700,10212,133427,0.0765362,0,0,135856,0,0
29,800,84259,132517,0.6358346,1,87042,139637,0.6233448,1
29,901,77805,77805,1,1,104122,104122,1,1
29,902,96164,96164,1,1,106591,106591,1,1
29,903,83820,83820,1,1,100548,100548,1,1
29,1001,188252,188252,1,1,171238,171238,1,1
29,1002,129040,129040,1,1,128212,128212,1,1
29,1003,108359,108359,1,1,129435,129435,1,1
29,1004,80629,80629,1,1,102460,102460,1,1
29,1005,148599,148599,1,1,142813,142813,1,1
29,1100,98745,98745,1,1,116527,116527,1,1
29,1200,0,121504,0,0,0,126137,0,0
29,1300,42650,101283,0.421098,0,47914,112168,0.4271628,0
29,1400,0,121091,0,0,0,141589,0,0
29,1500,0,101800,0,0,0,109907,0,0
29,1600,93807,93807,1,1,101492,101492,1,1
29,1701,79776,79776,1,1,103443,103443,1,1
29,1702,78381,78381,1,1,128574,128574,1,1
29,1703,125726,125726,1,1,128468,128468,1,1
29,1801,130068,130068,1,1,123587,123587,1,1
29,1802,135192,135192,1,1,125717,125717,1,1
29,1803,118417,118417,1,1,111745,111745,1,1
29,1804,108842,108842,1,1,111804,111804,1,1
29,1805,119312,119312,1,1,117896,117896,1,1
29,1806,114732,114732,1,1,114062,114062,1,1
29,1807,160961,160961,1,1,158559,158559,1,1
29,1808,128582,128582,1,1,135584,135584,1,1
29,1901,149234,149234,1,1,136154,136154,1,1
29,1902,198966,198966,1,1,183140,183140,1,1
29,2001,99201,99201,1,1,109471,109471,1,1
29,2002,99096,99096,1,1,109262,109262,1,1
29,2100,23344,114959,0.2030632,0,0,127670,0,0
29,2200,0,121131,0,0,88037,127228,0.6919625,1
29,2300,0,116107,0,0,0,113531,0,0
29,2400,0,102762,0,0,0,106232,0,0
29,2500,0,119490,0,0,0,127952,0,0
29,2601,119475,119475,1,1,152153,152153,1,1
29,2602,109998,109998,1,1,117647,117647,1,1
29,2603,96250,96250,1,1,118998,118998,1,1
29,2700,21681,124052,0.1747731,0,23083,142557,0.1619212,0
29,2800,157322,157322,1,1,175518,175518,1,1
30,100,0,106555,0,0,0,124014,0,0
30,200,95802,172490,0.5554061,1,109299,193893,0.5637078,1
30,300,0,140236,0,0,0,150954,0,0
30,400,80357,149209,0.5385526,1,81327,147827,0.5501499,1
30,500,9552,104881,0.0910745,0,10078,127995,0.0787375,0
30,600,36269,135741,0.2671927,0,45383,141259,0.3212751,0
30,700,93083,93083,1,1,103473,103473,1,1
31,100,0,116811,0,0,0,111531,0,0
31,200,26592,189891,0.1400382,0,27006,184039,0.1467406,0
31,300,0,104262,0,0,81850,106716,0.766989,1
31,400,0,107635,0,0,0,106374,0,0
31,500,0,113556,0,0,0,114645,0,0
31,600,16496,143533,0.1149286,0,16750,138733,0.1207355,0
31,701,62944,99104,0.6351308,1,66255,102946,0.6435899,1
31,702,122595,122595,1,1,158840,158840,1,1
31,801,139671,139671,1,1,153890,153890,1,1
31,802,111633,111633,1,1,131517,131517,1,1
31,901,128997,128997,1,1,161488,161488,1,1
31,902,118996,118996,1,1,140508,140508,1,1
31,903,111772,111772,1,1,107029,107029,1,1
31,904,103820,103820,1,1,108085,108085,1,1
32,101,160379,160379,1,1,177318,177318,1,1
32,102,73837,73837,1,1,107562,107562,1,1
32,103,105270,105270,1,1,136527,136527,1,1
32,200,55856,131616,0.4243861,0,59284,158261,0.3745964,0
32,300,0,151421,0,0,0,169614,0,0
32,401,72163,72163,1,1,121315,121315,1,1
32,402,57229,57229,1,1,123818,123818,1,1
32,403,97392,97392,1,1,179432,179432,1,1
32,404,119790,119790,1,1,144395,144395,1,1
32,405,137365,137365,1,1,132169,132169,1,1
32,406,135478,135478,1,1,137087,137087,1,1
32,407,119960,119960,1,1,145519,145519,1,1
32,408,99808,99808,1,1,191845,191845,1,1
32,409,157499,157499,1,1,151025,151025,1,1
32,410,116470,116470,1,1,147400,147400,1,1
32,411,128766,128766,1,1,199084,199084,1,1
32,412,71682,71682,1,1,138218,138218,1,1
32,413,62132,62132,1,1,139962,139962,1,1
33,100,0,114854,0,0,0,122173,0,0
33,200,0,114539,0,0,0,122786,0,0
33,300,129156,134013,0.9637633,1,142785,148575,0.9610298,1
33,400,0,105094,0,0,0,112324,0,0
33,500,0,114283,0,0,0,120859,0,0
33,600,98911,98911,1,1,106067,106067,1,1
33,700,130090,141818,0.9173039,1,138246,151697,0.9113298,1
33,800,107009,107009,1,1,109565,109565,1,1
33,900,127807,127807,1,1,132129,132129,1,1
33,1000,177458,177458,1,1,190295,190295,1,1
34,101,114098,114098,1,1,112887,112887,1,1
34,102,126840,126840,1,1,150867,150867,1,1
34,301,107900,107900,1,1,109737,109737,1,1
34,302,114017,114017,1,1,115629,115629,1,1
34,303,129090,129090,1,1,136607,136607,1,1
34,304,117474,117474,1,1,120142,120142,1,1
34,305,100147,100147,1,1,102654,102654,1,1
34,306,101035,101035,1,1,103661,103661,1,1
34,307,111884,111884,1,1,113351,113351,1,1
34,308,102570,102570,1,1,103335,103335,1,1
34,400,149222,149222,1,1,146199,146199,1,1
34,501,130575,130575,1,1,137558,137558,1,1
34,502,102266,102266,1,1,109217,109217,1,1
34,503,106986,106986,1,1,108252,108252,1,1
34,601,125006,125006,1,1,133314,133314,1,1
34,602,109356,109356,1,1,108122,108122,1,1
34,701,130598,130598,1,1,137921,137921,1,1
34,702,119166,119166,1,1,129014,129014,1,1
34,703,124849,124849,1,1,125895,125895,1,1
34,800,121991,121991,1,1,128349,128349,1,1
34,901,97459,97459,1,1,113713,113713,1,1
34,902,97917,97917,1,1,111297,111297,1,1
34,903,106378,106378,1,1,111865,111865,1,1
34,904,103282,103282,1,1,106061,106061,1,1
34,905,105215,105215,1,1,109601,109601,1,1
34,906,137592,137592,1,1,148028,148028,1,1
34,907,102522,102522,1,1,109293,109293,1,1
34,1001,103687,103687,1,1,107596,107596,1,1
34,1002,84837,84837,1,1,102291,102291,1,1
34,1003,108985,108985,1,1,113557,113557,1,1
34,1101,102229,102229,1,1,102652,102652,1,1
34,1102,93966,93966,1,1,109133,109133,1,1
34,1103,110670,110670,1,1,106309,106309,1,1
34,1104,101167,101167,1,1,101539,101539,1,1
34,1105,108608,108608,1,1,108010,108010,1,1
34,1106,98501,98501,1,1,102737,102737,1,1
34,1201,99057,99057,1,1,115953,115953,1,1
34,1202,107100,107100,1,1,108171,108171,1,1
34,1203,103527,103527,1,1,138560,138560,1,1
34,1204,91519,91519,1,1,109001,109001,1,1
34,1205,109691,109691,1,1,104882,104882,1,1
34,1301,147873,147873,1,1,153788,153788,1,1
34,1302,125566,125566,1,1,123352,123352,1,1
34,1401,110950,110950,1,1,111611,111611,1,1
34,1402,204290,204290,1,1,188395,188395,1,1
34,1403,107542,107542,1,1,105282,105282,1,1
34,1404,97412,97412,1,1,101541,101541,1,1
34,1501,122546,122546,1,1,130108,130108,1,1
34,1502,122498,122498,1,1,129498,129498,1,1
34,1503,110823,110823,1,1,113214,113214,1,1
34,1504,114375,114375,1,1,119456,119456,1,1
34,1600,144140,144140,1,1,149265,149265,1,1
34,1700,102437,102437,1,1,108692,108692,1,1
34,1800,120568,120568,1,1,124969,124969,1,1
34,1901,102750,102750,1,1,105200,105200,1,1
34,1902,99552,99552,1,1,101818,101818,1,1
34,1903,97809,97809,1,1,100718,100718,1,1
34,1904,101852,101852,1,1,103794,103794,1,1
34,2001,115336,115336,1,1,126916,126916,1,1
34,2002,146993,146993,1,1,154438,154438,1,1
34,2003,161065,161065,1,1,167380,167380,1,1
34,2101,129503,129503,1,1,126640,126640,1,1
34,2102,121853,121853,1,1,122434,122434,1,1
34,2103,140649,140649,1,1,146714,146714,1,1
34,2104,115999,115999,1,1,117869,117869,1,1
34,2201,123649,123649,1,1,129725,129725,1,1
34,2202,131951,131951,1,1,158563,158563,1,1
34,2301,121116,121116,1,1,120703,120703,1,1
34,2302,132237,132237,1,1,143704,143704,1,1
34,2303,97372,97372,1,1,102106,102106,1,1
34,2400,106042,106042,1,1,113448,113448,1,1
34,2500,104681,104681,1,1,109533,109533,1,1
34,2600,113940,113940,1,1,108060,108060,1,1
35,100,29419,129812,0.226628,0,29103,127808,0.2277088,0
35,200,84382,84382,1,1,100941,100941,1,1
35,300,0,124818,0,0,0,125407,0,0
35,400,0,99310,0,0,0,102966,0,0
35,500,129292,129292,1,1,144170,144170,1,1
35,600,90570,90570,1,1,131561,131561,1,1
35,700,88832,88832,1,1,100973,100973,1,1
35,801,91612,91612,1,1,100976,100976,1,1
35,802,101449,101449,1,1,101467,101467,1,1
35,803,97180,97180,1,1,104009,104009,1,1
35,804,97636,97636,1,1,103267,103267,1,1
35,805,71533,71533,1,1,117307,117307,1,1
35,806,73925,73925,1,1,111134,111134,1,1
35,900,16911,113752,0.1486655,0,16383,109465,0.1496643,0
35,1001,91008,91008,1,1,100977,100977,1,1
35,1002,83674,83674,1,1,108256,108256,1,1
35,1100,0,143091,0,0,0,149939,0,0
35,1200,0,107169,0,0,0,118556,0,0
36,100,0,111931,0,0,0,111944,0,0
36,200,0,175258,0,0,0,177933,0,0
36,300,124345,124345,1,1,128923,128923,1,1
36,401,116778,116778,1,1,115859,115859,1,1
36,402,163691,163691,1,1,164571,164571,1,1
36,403,51012,112704,0.4526165,0,51716,113975,0.4537486,0
36,500,0,138682,0,0,116229,143316,0.8109981,1
36,600,122377,122377,1,1,122109,122109,1,1
36,701,147284,147284,1,1,145168,145168,1,1
36,702,117021,117021,1,1,124199,124199,1,1
36,703,158774,158774,1,1,162446,162446,1,1
36,704,35257,117220,0.3007778,0,35213,115239,0.305565,0
36,800,93771,127113,0.7376975,1,93772,129023,0.7267851,1
36,901,124880,124880,1,1,130622,130622,1,1
36,902,114622,114622,1,1,108205,108205,1,1
36,903,105375,105375,1,1,102303,102303,1,1
36,904,123410,123410,1,1,124495,124495,1,1
36,905,100525,100525,1,1,104445,104445,1,1
36,906,166526,166526,1,1,174274,174274,1,1
36,1000,44172,104541,0.4225315,0,42883,102962,0.4164935,0
36,1101,111919,111919,1,1,108256,108256,1,1
36,1102,107927,107927,1,1,108213,108213,1,1
36,1201,112912,112912,1,1,109071,109071,1,1
36,1202,116516,116516,1,1,122366,122366,1,1
36,1203,101036,101036,1,1,108414,108414,1,1
36,1204,158998,158998,1,1,151078,151078,1,1
36,1205,171644,171644,1,1,145598,145598,1,1
36,1206,121004,121004,1,1,115712,115712,1,1
36,1207,168156,168156,1,1,166801,166801,1,1
36,1300,64328,107752,0.5969995,1,65393,107548,0.6080355,1
36,1400,100223,124845,0.8027771,1,133279,133279,1,1
36,1500,69441,118040,0.5882837,1,73442,122778,0.598169,1
36,1600,0,104773,0,0,0,105750,0,0
36,1700,146558,146558,1,1,154727,154727,1,1
36,1801,100350,100350,1,1,105628,105628,1,1
36,1802,100285,100285,1,1,113979,113979,1,1
36,1900,152538,152538,1,1,159429,159429,1,1
36,2001,104310,104310,1,1,106401,106401,1,1
36,2002,190269,190269,1,1,197803,197803,1,1
36,2100,0,111276,0,0,0,112317,0,0
36,2201,126409,126409,1,1,127478,127478,1,1
36,2202,111572,111572,1,1,110334,110334,1,1
36,2203,14339,113780,0.1260237,0,13913,112370,0.1238142,0
36,2300,96501,96501,1,1,101564,101564,1,1
36,2401,81589,106084,0.7690953,1,79380,104870,0.7569371,1
36,2402,9481,102936,0.0921103,0,9450,101293,0.0932937,0
36,2500,0,133882,0,0,0,129263,0,0
36,2600,0,139750,0,0,0,134905,0,0
36,2701,34741,108706,0.3195879,0,34647,112194,0.3088133,0
36,2702,143008,143008,1,1,147846,147846,1,1
36,2801,121573,121573,1,1,127686,127686,1,1
36,2802,158577,158577,1,1,169802,169802,1,1
36,2901,111898,111898,1,1,119218,119218,1,1
36,2902,112534,112534,1,1,124140,124140,1,1
36,2903,116936,116936,1,1,129455,129455,1,1
36,3001,100379,100379,1,1,103331,103331,1,1
36,3002,97667,97667,1,1,103499,103499,1,1
36,3003,88707,88707,1,1,104857,104857,1,1
36,3101,99788,99788,1,1,102303,102303,1,1
36,3102,142289,142289,1,1,146573,146573,1,1
36,3103,129249,129249,1,1,134163,134163,1,1
36,3104,114228,114228,1,1,118276,118276,1,1
36,3105,157647,157647,1,1,162419,162419,1,1
36,3106,196104,196104,1,1,195976,195976,1,1
36,3107,183747,183747,1,1,189113,189113,1,1
36,3201,110169,110169,1,1,112079,112079,1,1
36,3202,108768,108768,1,1,111631,111631,1,1
36,3203,100252,100252,1,1,101395,101395,1,1
36,3204,112442,112442,1,1,114256,114256,1,1
36,3205,112135,112135,1,1,113542,113542,1,1
36,3206,140197,140197,1,1,143976,143976,1,1
36,3207,115197,115197,1,1,114066,114066,1,1
36,3208,111312,111312,1,1,107139,107139,1,1
36,3209,105924,105924,1,1,104693,104693,1,1
36,3210,104957,104957,1,1,103996,103996,1,1
36,3211,106442,106442,1,1,107855,107855,1,1
36,3212,106750,106750,1,1,104904,104904,1,1
36,3301,99250,99250,1,1,102170,102170,1,1
36,3302,96078,96078,1,1,101094,101094,1,1
36,3303,115658,115658,1,1,117801,117801,1,1
36,3304,110220,110220,1,1,119632,119632,1,1
36,3305,125443,125443,1,1,136775,136775,1,1
36,3306,116232,116232,1,1,130407,130407,1,1
36,3307,115508,115508,1,1,126204,126204,1,1
36,3308,106611,106611,1,1,110121,110121,1,1
36,3309,100950,100950,1,1,101410,101410,1,1
36,3310,115604,115604,1,1,128744,128744,1,1
36,3311,106062,106062,1,1,105389,105389,1,1
36,3312,102274,102274,1,1,100567,100567,1,1
36,3313,109478,109478,1,1,113036,113036,1,1
36,3701,108492,108492,1,1,108121,108121,1,1
36,3702,136484,136484,1,1,138360,138360,1,1
36,3703,111563,111563,1,1,115014,115014,1,1
36,3704,119960,119960,1,1,123764,123764,1,1
36,3705,141790,141790,1,1,161372,161372,1,1
36,3706,129367,129367,1,1,127405,127405,1,1
36,3707,133864,133864,1,1,134257,134257,1,1
36,3708,132365,132365,1,1,139293,139293,1,1
36,3709,175539,175539,1,1,181404,181404,1,1
36,3710,143229,143229,1,1,156118,156118,1,1
36,3801,216234,216234,1,1,198483,198483,1,1
36,3802,129535,129535,1,1,127399,127399,1,1
36,3803,109091,109091,1,1,118665,118665,1,1
36,3804,115433,115433,1,1,117569,117569,1,1
36,3805,217063,217063,1,1,219920,219920,1,1
36,3806,192211,192211,1,1,193892,193892,1,1
36,3807,122241,122241,1,1,144664,144664,1,1
36,3808,143441,143441,1,1,151010,151010,1,1
36,3809,166379,166379,1,1,164937,164937,1,1
36,3810,125569,125569,1,1,149334,149334,1,1
36,3901,153150,153150,1,1,159958,159958,1,1
36,3902,127969,127969,1,1,133016,133016,1,1
36,3903,162609,162609,1,1,175756,175756,1,1
36,4001,142098,142098,1,1,147577,147577,1,1
36,4002,120723,120723,1,1,129253,129253,1,1
36,4003,121054,121054,1,1,134217,134217,1,1
36,4004,115060,115060,1,1,118579,118579,1,1
36,4005,105601,105601,1,1,106002,106002,1,1
36,4006,123117,123117,1,1,123018,123018,1,1
36,4007,116790,116790,1,1,119578,119578,1,1
36,4008,146862,146862,1,1,154541,154541,1,1
36,4009,194752,194752,1,1,193723,193723,1,1
36,4010,145379,145379,1,1,135648,135648,1,1
36,4011,113747,113747,1,1,107129,107129,1,1
36,4012,139269,139269,1,1,147374,147374,1,1
36,4013,119871,119871,1,1,121790,121790,1,1
36,4014,158548,158548,1,1,163547,163547,1,1
36,4015,166309,166309,1,1,158639,158639,1,1
36,4016,149351,149351,1,1,147751,147751,1,1
36,4017,171778,171778,1,1,181636,181636,1,1
36,4018,116138,116138,1,1,114698,114698,1,1
36,4101,192692,192692,1,1,174174,174174,1,1
36,4102,181666,181666,1,1,183339,183339,1,1
36,4103,243691,243691,1,1,248328,248328,1,1
36,4104,116837,116837,1,1,116852,116852,1,1
36,4105,196362,196362,1,1,188688,188688,1,1
36,4106,149877,149877,1,1,154017,154017,1,1
36,4107,141694,141694,1,1,146141,146141,1,1
36,4108,114450,114450,1,1,111988,111988,1,1
36,4109,130186,130186,1,1,133918,133918,1,1
36,4110,167065,167065,1,1,170331,170331,1,1
36,4111,141053,141053,1,1,143047,143047,1,1
36,4112,218993,218993,1,1,221519,221519,1,1
36,4113,128079,128079,1,1,123402,123402,1,1
36,4114,106738,106738,1,1,114978,114978,1,1
37,100,0,117710,0,0,0,129554,0,0
37,200,0,147523,0,0,0,154168,0,0
37,300,136639,136639,1,1,141044,141044,1,1
37,400,35623,107621,0.3310036,0,39464,123099,0.3205875,0
37,500,47260,104379,0.4527731,0,60619,120854,0.5015887,1
37,600,0,107864,0,0,0,107618,0,0
37,700,18190,96382,0.1887282,0,35744,114631,0.3118179,0
37,800,0,99031,0,0,0,103152,0,0
37,900,143026,143026,1,1,152392,152392,1,1
37,1000,18974,92788,0.2044877,0,0,102596,0,0
37,1100,121972,121972,1,1,168878,168878,1,1
37,1201,117249,117249,1,1,132546,132546,1,1
37,1202,115626,115626,1,1,126058,126058,1,1
37,1203,42714,42714,1,1,101217,101217,1,1
37,1204,70869,70869,1,1,109284,109284,1,1
37,1205,69040,69040,1,1,103138,103138,1,1
37,1206,54002,54002,1,1,102892,102892,1,1
37,1207,108754,108754,1,1,125273,125273,1,1
37,1208,49492,49492,1,1,100585,100585,1,1
37,1301,113873,113873,1,1,141130,141130,1,1
37,1302,109432,109432,1,1,126457,126457,1,1
37,1400,118236,118236,1,1,133801,133801,1,1
37,1500,49324,98340,0.5015619,1,63505,121371,0.5232304,1
37,1600,130799,130799,1,1,151131,151131,1,1
37,1701,119837,119837,1,1,131111,131111,1,1
37,1702,100634,100634,1,1,109656,109656,1,1
37,1703,80046,80046,1,1,114591,114591,1,1
37,1704,120531,120531,1,1,133048,133048,1,1
37,1801,101405,101405,1,1,105140,105140,1,1
37,1802,95108,95108,1,1,119268,119268,1,1
37,1803,109554,109554,1,1,126262,126262,1,1
37,1900,71183,93390,0.7622104,1,104643,104643,1,1
37,2000,111040,111040,1,1,120227,120227,1,1
37,2100,89149,131294,0.6790052,1,90912,135908,0.6689231,1
37,2201,105857,105857,1,1,120234,120234,1,1
37,2202,100467,100467,1,1,118084,118084,1,1
37,2300,73675,99746,0.7386232,1,79800,108552,0.7351316,1
37,2400,0,90895,0,0,0,106314,0,0
37,2500,89175,118509,0.7524748,1,106740,139830,0.7633555,1
37,2600,0,130096,0,0,0,138304,0,0
37,2700,0,111002,0,0,78265,126359,0.619386,1
37,2800,141690,141690,1,1,154358,154358,1,1
37,2900,0,100433,0,0,134440,134440,1,1
37,3001,93828,93828,1,1,101884,101884,1,1
37,3002,96727,96727,1,1,104202,104202,1,1
37,3101,95748,95748,1,1,102680,102680,1,1
37,3102,97624,97624,1,1,114270,114270,1,1
37,3103,91688,91688,1,1,109688,109688,1,1
37,3104,126818,126818,1,1,142196,142196,1,1
37,3105,92107,92107,1,1,100503,100503,1,1
37,3106,72102,72102,1,1,137327,137327,1,1
37,3107,66774,66774,1,1,108544,108544,1,1
37,3108,52588,52588,1,1,104420,104420,1,1
37,3200,96744,96744,1,1,133261,133261,1,1
37,3300,34315,92415,0.3713115,0,44750,105335,0.4248351,0
37,3400,0,130340,0,0,138428,138428,1,1
37,3500,0,147246,0,0,162878,162878,1,1
37,3600,130452,130452,1,1,141752,141752,1,1
37,3700,0,101599,0,0,0,116045,0,0
37,3800,0,91144,0,0,0,114678,0,0
37,3900,0,109240,0,0,0,121936,0,0
37,4000,113326,113326,1,1,122623,122623,1,1
37,4100,27231,97261,0.2799762,0,50127,109622,0.4572713,0
37,4200,133798,133798,1,1,168148,168148,1,1
37,4300,0,91436,0,0,103505,103505,1,1
37,4400,0,117275,0,0,13144,127372,0.1031938,0
37,4500,123110,123110,1,1,137798,137798,1,1
37,4600,78072,78072,1,1,103189,103189,1,1
37,4700,123317,123317,1,1,151695,151695,1,1
37,4800,73143,73143,1,1,107431,107431,1,1
37,4900,0,99232,0,0,0,106796,0,0
37,5001,109271,109271,1,1,108760,108760,1,1
37,5002,103439,103439,1,1,104885,104885,1,1
37,5003,90253,90253,1,1,105786,105786,1,1
37,5100,0,111134,0,0,0,120660,0,0
37,5200,33646,116208,0.2895327,0,46952,129748,0.3618707,0
37,5300,101378,101378,1,1,89897,116845,0.7693697,1
37,5400,47584,47584,1,1,111395,111395,1,1
38,100,0,169316,0,0,5999,174685,0.0343418,0
38,200,0,133966,0,0,0,124417,0,0
38,300,94719,107501,0.8810987,1,108779,119563,0.9098049,1
38,400,66109,108279,0.6105431,1,66861,104148,0.6419806,1
38,500,123138,123138,1,1,149778,149778,1,1
39,100,0,128191,0,0,0,124508,0,0
39,200,109971,109971,1,1,113113,113113,1,1
39,300,137741,137741,1,1,152558,152558,1,1
39,400,138472,138472,1,1,133507,133507,1,1
39,500,167780,167780,1,1,146764,146764,1,1
39,600,105224,105224,1,1,64059,105487,0.6072692,1
39,700,79550,141342,0.5628188,1,0,138023,0,0
39,801,141248,141248,1,1,133694,133694,1,1
39,802,143416,143416,1,1,167662,167662,1,1
39,901,100431,100431,1,1,103635,103635,1,1
39,902,150420,150420,1,1,143421,143421,1,1
39,903,108963,108963,1,1,115383,115383,1,1
39,904,130980,130980,1,1,125292,125292,1,1
39,905,112544,112544,1,1,101852,101852,1,1
39,906,137763,137763,1,1,124761,124761,1,1
39,907,113292,113292,1,1,104764,104764,1,1
39,908,229845,229845,1,1,171578,171578,1,1
39,909,167463,167463,1,1,148718,148718,1,1
39,910,142276,142276,1,1,140718,140718,1,1
39,1000,103415,103415,1,1,100417,100417,1,1
39,1100,105704,105704,1,1,108170,108170,1,1
39,1200,109287,109287,1,1,114843,114843,1,1
39,1300,0,102728,0,0,0,101497,0,0
39,1400,137366,137366,1,1,134096,134096,1,1
39,1500,215985,215985,1,1,197201,197201,1,1
39,1600,129429,129429,1,1,117838,117838,1,1
39,1700,151950,151950,1,1,161419,161419,1,1
