statefip,puma,mpop2000,pumapop2000,mpopshare2000,metropuma03,mpop2010,pumapop2010,mpopshare2010,metropuma13
12,8619,89520,89520,1,1,101209,101209,1,1
12,8620,100811,100811,1,1,100968,100968,1,1
12,8621,84638,84638,1,1,101507,101507,1,1
12,8622,84032,84032,1,1,102646,102646,1,1
12,8623,88536,88536,1,1,105632,105632,1,1
12,8624,71083,71083,1,1,100194,100194,1,1
12,8700,14909,94499,0.1577697,0,28201,101291,0.2784157,0
12,8900,79922,79922,1,1,100429,100429,1,1
12,9100,170498,170498,1,1,180822,180822,1,1
12,9300,0,92618,0,0,10874,102894,0.1056816,0
12,9501,101682,101682,1,1,126654,126654,1,1
12,9502,85971,85971,1,1,121592,121592,1,1
12,9503,65278,65278,1,1,105917,105917,1,1
12,9504,108240,108240,1,1,125220,125220,1,1
12,9505,108856,108856,1,1,108980,108980,1,1
12,9506,95139,95139,1,1,101497,101497,1,1
12,9507,102536,102536,1,1,107435,107435,1,1
12,9508,97034,97034,1,1,107817,107817,1,1
12,9509,69673,69673,1,1,122100,122100,1,1
12,9510,61871,61871,1,1,118744,118744,1,1
12,9701,94554,94554,1,1,150845,150845,1,1
12,9702,77939,77939,1,1,117840,117840,1,1
12,9901,83581,83581,1,1,103754,103754,1,1
12,9902,100587,100587,1,1,112504,112504,1,1
12,9903,129888,129888,1,1,142518,142518,1,1
12,9904,110005,110005,1,1,124204,124204,1,1
12,9905,107420,107420,1,1,125430,125430,1,1
12,9906,129084,129084,1,1,149191,149191,1,1
12,9907,107735,107735,1,1,114816,114816,1,1
12,9908,105032,105032,1,1,106704,106704,1,1
12,9909,102811,102811,1,1,103727,103727,1,1
12,9910,52229,52229,1,1,102440,102440,1,1
12,9911,102809,102809,1,1,134846,134846,1,1
12,10101,76243,76243,1,1,114487,114487,1,1
12,10102,88216,88216,1,1,104558,104558,1,1
12,10103,125807,125807,1,1,129773,129773,1,1
12,10104,54477,54477,1,1,115879,115879,1,1
12,10301,115012,115012,1,1,117168,117168,1,1
12,10302,107901,107901,1,1,107370,107370,1,1
12,10303,105558,105558,1,1,104566,104566,1,1
12,10304,103948,103948,1,1,107480,107480,1,1
12,10305,112560,112560,1,1,107780,107780,1,1
12,10306,106175,106175,1,1,109431,109431,1,1
12,10307,155207,155207,1,1,151899,151899,1,1
12,10308,115121,115121,1,1,110848,110848,1,1
12,10501,150697,150697,1,1,173680,173680,1,1
12,10502,125708,125708,1,1,158399,158399,1,1
12,10503,105225,105225,1,1,133015,133015,1,1
12,10504,102294,102294,1,1,137001,137001,1,1
12,10700,18907,89330,0.2116579,0,26398,100762,0.2619837,0
12,10900,104228,104228,1,1,163641,163641,1,1
12,11101,94758,94758,1,1,102496,102496,1,1
12,11102,97937,97937,1,1,175293,175293,1,1
12,11300,117743,117743,1,1,151372,151372,1,1
12,11501,125001,125001,1,1,123642,123642,1,1
12,11502,120380,120380,1,1,131395,131395,1,1
12,11503,80574,80574,1,1,124411,124411,1,1
12,11701,95240,95240,1,1,106584,106584,1,1
12,11702,89813,89813,1,1,104246,104246,1,1
12,11703,100355,100355,1,1,104294,104294,1,1
12,11704,79853,79853,1,1,107594,107594,1,1
12,12100,0,93182,0,0,0,107014,0,0
12,12701,93129,93129,1,1,110993,110993,1,1
12,12702,127488,127488,1,1,127717,127717,1,1
12,12703,127409,127409,1,1,130896,130896,1,1
12,12704,90451,90451,1,1,118069,118069,1,1
13,100,78415,122079,0.64233,1,93959,144472,0.6503613,1
13,200,95331,95331,1,1,108150,108150,1,1
13,300,37535,108892,0.3446993,0,52250,137060,0.3812199,0
13,401,146373,146373,1,1,159408,159408,1,1
13,402,85677,85677,1,1,105720,105720,1,1
13,500,25621,149028,0.1719206,0,32523,168389,0.1931421,0
13,600,92115,92115,1,1,109233,109233,1,1
13,700,16450,123782,0.132895,0,16243,128961,0.1259528,0
13,800,21967,106757,0.2057662,0,21679,111897,0.1937407,0
13,900,120822,120822,1,1,122863,122863,1,1
13,1001,98234,98234,1,1,109678,109678,1,1
13,1002,85465,85465,1,1,107498,107498,1,1
13,1003,118951,118951,1,1,108325,108325,1,1
13,1004,61031,61031,1,1,114386,114386,1,1
13,1005,120505,120505,1,1,148314,148314,1,1
13,1006,92958,92958,1,1,109963,109963,1,1
13,1007,119581,119581,1,1,123918,123918,1,1
13,1008,98279,98279,1,1,116891,116891,1,1
13,1100,15044,125301,0.120063,0,12766,121673,0.1049206,0
13,1200,0,141778,0,0,0,160190,0,0
13,1300,0,131114,0,0,0,143009,0,0
13,1400,153887,153887,1,1,155547,155547,1,1
13,1500,110765,120355,0.9203193,1,151910,151910,1,1
13,1600,68481,165882,0.4128329,0,104441,180942,0.5772071,1
13,1700,201173,201173,1,1,201152,201152,1,1
13,1800,30839,152101,0.2027534,0,40766,169735,0.2401744,0
13,1900,107474,135071,0.7956855,1,123914,151067,0.8202586,1
13,2001,117223,117223,1,1,126130,126130,1,1
13,2002,137113,137113,1,1,129332,129332,1,1
13,2003,155969,155969,1,1,155142,155142,1,1
13,2004,129096,129096,1,1,137880,137880,1,1
13,2100,89215,89215,1,1,127317,127317,1,1
13,2200,33546,92325,0.3633472,0,33826,100870,0.3353425,0
13,2300,87268,87268,1,1,110527,110527,1,1
13,2400,91263,91263,1,1,106567,106567,1,1
13,2500,116252,154377,0.7530395,1,125097,166572,0.7510086,1
13,2600,129537,155007,0.8356847,1,149331,175346,0.8516362,1
13,2700,83477,83477,1,1,102599,102599,1,1
13,2800,59489,146851,0.4051003,0,69059,176219,0.391893,0
13,2900,76021,76021,1,1,100157,100157,1,1
13,3001,136122,136122,1,1,140042,140042,1,1
13,3002,91654,91654,1,1,124405,124405,1,1
13,3003,104443,104443,1,1,123322,123322,1,1
13,3004,131168,131168,1,1,154587,154587,1,1
13,3005,144365,144365,1,1,145722,145722,1,1
13,3101,65333,65333,1,1,102871,102871,1,1
13,3102,76592,76592,1,1,111475,111475,1,1
13,3200,16004,98586,0.1623325,0,22330,127543,0.1750782,0
13,3300,98391,98391,1,1,175511,175511,1,1
13,3400,139308,139308,1,1,179684,179684,1,1
13,3500,0,119040,0,0,0,134908,0,0
13,3600,101488,101488,1,1,116714,116714,1,1
13,3700,64591,99509,0.6491029,1,75827,111987,0.6771054,1
13,3800,46144,87733,0.525959,1,69367,129852,0.5342005,1
13,3900,72098,87555,0.8234646,1,115536,115536,1,1
13,4000,199768,199768,1,1,200549,200549,1,1
13,4001,119941,119941,1,1,135979,135979,1,1
13,4002,56551,56551,1,1,108241,108241,1,1
13,4003,89762,89762,1,1,144475,144475,1,1
13,4004,61273,61273,1,1,103912,103912,1,1
13,4005,93800,93800,1,1,118448,118448,1,1
13,4006,167123,167123,1,1,194266,194266,1,1
13,4100,89294,89294,1,1,124053,124053,1,1
13,4200,43475,130572,0.3329605,0,53187,130299,0.4081919,0
13,4300,132127,132127,1,1,185173,185173,1,1
13,4400,92339,92339,1,1,132403,132403,1,1
13,4500,81505,81505,1,1,142324,142324,1,1
13,4600,147462,147462,1,1,125017,125017,1,1
13,5001,88511,88511,1,1,109951,109951,1,1
13,5002,148007,148007,1,1,149473,149473,1,1
13,6001,47172,47172,1,1,100451,100451,1,1
13,6002,72234,72234,1,1,103471,103471,1,1
15,100,0,186704,0,0,154924,222015,0.6978087,1
15,200,0,148677,0,0,0,185079,0,0
15,301,92746,92746,1,1,100975,100975,1,1
15,302,117994,117994,1,1,115164,115164,1,1
15,303,102724,102724,1,1,107596,107596,1,1
15,304,109503,109503,1,1,121369,121369,1,1
15,305,109360,109360,1,1,114534,114534,1,1
15,306,144600,144600,1,1,141615,141615,1,1
15,307,126009,126009,1,1,145342,145342,1,1
15,308,73220,73220,1,1,106612,106612,1,1
16,100,4938,109521,0.0450899,0,4845,115988,0.0417716,0
16,200,103747,103747,1,1,133649,133649,1,1
16,300,44080,99464,0.4431754,0,49184,105157,0.4677197,0
16,400,52632,83187,0.632695,1,73079,105900,0.6900755,1
16,500,72431,72431,1,1,110936,110936,1,1
16,600,72719,72719,1,1,112509,112509,1,1
16,701,68512,68512,1,1,105357,105357,1,1
16,702,98765,98765,1,1,100664,100664,1,1
16,800,93111,93111,1,1,106988,106988,1,1
16,900,0,85700,0,0,0,100182,0,0
16,1000,0,105827,0,0,0,112646,0,0
16,1100,19151,103304,0.1853798,0,26140,129865,0.2012859,0
16,1200,82527,82527,1,1,104234,104234,1,1
16,1300,94432,115138,0.8201637,1,95625,123507,0.7742476,1
17,104,0,135678,0,0,0,132594,0,0
17,105,149374,149374,1,1,147546,147546,1,1
17,202,67977,186209,0.3650574,0,66920,180743,0.3702495,0
17,300,0,115838,0,0,0,112680,0,0
17,401,75771,146380,0.5176312,1,75839,144269,0.5256777,1
17,501,53152,139870,0.3800106,0,55530,142016,0.3910123,0
17,600,0,104075,0,0,0,103477,0,0
17,700,0,110889,0,0,0,109491,0,0
17,800,0,149561,0,0,8238,141300,0.0583015,0
17,900,0,183020,0,0,126575,188486,0.6715353,1
17,1001,27619,158412,0.1743493,0,32957,159413,0.2067397,0
17,1104,135781,135781,1,1,150929,150929,1,1
17,1105,120301,120301,1,1,119127,119127,1,1
17,1204,106295,106295,1,1,121372,121372,1,1
17,1205,152646,152646,1,1,147910,147910,1,1
17,1300,188951,188951,1,1,197465,197465,1,1
17,1500,114706,114706,1,1,110768,110768,1,1
17,1602,28851,149384,0.1931338,0,45995,148309,0.3101295,0
17,1701,183433,183433,1,1,186494,186494,1,1
17,1900,128485,128485,1,1,135394,135394,1,1
17,2000,150433,150433,1,1,169572,169572,1,1
17,2100,179669,179669,1,1,201081,201081,1,1
17,2200,98160,169172,0.5802374,1,95706,164374,0.5822453,1
17,2300,103833,103833,1,1,113449,113449,1,1
17,2400,0,111533,0,0,0,113924,0,0
17,2501,54957,152382,0.3606528,0,57298,151201,0.3789525,0
17,2601,88969,88969,1,1,105160,105160,1,1
17,2700,0,100011,0,0,0,101208,0,0
17,2801,201609,201609,1,1,204179,204179,1,1
17,2901,118595,118595,1,1,145252,145252,1,1
17,3005,115553,115553,1,1,146149,146149,1,1
17,3007,103209,103209,1,1,116717,116717,1,1
17,3008,127522,127522,1,1,138542,138542,1,1
17,3009,57834,57834,1,1,113861,113861,1,1
17,3102,114466,114466,1,1,133389,133389,1,1
17,3105,87737,87737,1,1,140328,140328,1,1
17,3106,116093,116093,1,1,169265,169265,1,1
17,3107,90065,90065,1,1,123191,123191,1,1
17,3108,93921,93921,1,1,111387,111387,1,1
17,3202,118599,118599,1,1,117061,117061,1,1
17,3203,117604,117604,1,1,116268,116268,1,1
17,3204,148110,148110,1,1,146795,146795,1,1
17,3205,124553,124553,1,1,123449,123449,1,1
17,3207,117367,117367,1,1,116449,116449,1,1
17,3208,173165,173165,1,1,177668,177668,1,1
17,3209,104636,104636,1,1,119234,119234,1,1
17,3306,127978,127978,1,1,159552,159552,1,1
17,3307,137226,137226,1,1,141028,141028,1,1
17,3308,95779,95779,1,1,113547,113547,1,1
17,3309,150566,150566,1,1,155549,155549,1,1
17,3310,132806,132806,1,1,133786,133786,1,1
17,3401,124847,124847,1,1,126645,126645,1,1
17,3407,183162,183162,1,1,178470,178470,1,1
17,3408,192156,192156,1,1,192426,192426,1,1
17,3409,147945,147945,1,1,152460,152460,1,1
17,3410,162526,162526,1,1,173605,173605,1,1
17,3411,174614,174614,1,1,173435,173435,1,1
17,3412,109887,109887,1,1,109799,109799,1,1
17,3413,180802,180802,1,1,169326,169326,1,1
17,3414,161527,161527,1,1,167649,167649,1,1
17,3415,128883,128883,1,1,126488,126488,1,1
17,3416,139582,139582,1,1,140526,140526,1,1
17,3417,104722,104722,1,1,120995,120995,1,1
17,3418,112993,112993,1,1,109831,109831,1,1
17,3419,123813,123813,1,1,122032,122032,1,1
17,3420,186590,186590,1,1,185920,185920,1,1
17,3421,176910,176910,1,1,180368,180368,1,1
17,3422,130797,130797,1,1,130093,130093,1,1
17,3501,189213,189213,1,1,167874,167874,1,1
17,3502,159137,159137,1,1,158484,158484,1,1
17,3503,149668,149668,1,1,143302,143302,1,1
17,3504,152979,152979,1,1,141340,141340,1,1
17,3520,133368,133368,1,1,131504,131504,1,1
17,3521,208317,208317,1,1,190683,190683,1,1
17,3522,153403,153403,1,1,137867,137867,1,1
17,3523,242575,242575,1,1,210091,210091,1,1
17,3524,177188,177188,1,1,172082,172082,1,1
17,3525,98708,98708,1,1,131157,131157,1,1
17,3526,170965,170965,1,1,164118,164118,1,1
17,3527,142781,142781,1,1,149010,149010,1,1
17,3528,185535,185535,1,1,154389,154389,1,1
17,3529,215077,215077,1,1,179950,179950,1,1
17,3530,135463,135463,1,1,129231,129231,1,1
17,3531,160367,160367,1,1,137491,137491,1,1
17,3532,160373,160373,1,1,136034,136034,1,1
17,3601,96997,96997,1,1,134473,134473,1,1
17,3602,163080,163080,1,1,174287,174287,1,1
17,3700,92057,92057,1,1,164799,164799,1,1
18,101,120599,120599,1,1,115525,115525,1,1
18,102,155407,155407,1,1,130516,130516,1,1
18,103,107220,107220,1,1,119826,119826,1,1
18,104,101338,101338,1,1,130138,130138,1,1
18,200,146798,146798,1,1,164343,164343,1,1
18,300,110106,110106,1,1,111467,111467,1,1
18,401,121809,121809,1,1,114008,114008,1,1
18,402,143750,143750,1,1,152923,152923,1,1
18,500,182811,182811,1,1,197559,197559,1,1
18,600,0,154680,0,0,0,161072,0,0
18,700,44609,102431,0.4355029,0,47722,105323,0.4531014,0
18,800,0,119168,0,0,0,124409,0,0
18,900,58307,130014,0.4484668,0,60928,132439,0.4600458,0
18,1001,133474,133474,1,1,128696,128696,1,1
18,1002,117564,117564,1,1,120552,120552,1,1
18,1003,80811,80811,1,1,106081,106081,1,1
18,1100,29586,126348,0.2341628,0,29009,125000,0.232072,0
18,1200,148955,148955,1,1,172780,172780,1,1
18,1300,101541,142471,0.7127135,1,82752,137654,0.6011595,1
18,1400,0,144445,0,0,0,139852,0,0
18,1500,0,111756,0,0,0,109652,0,0
18,1600,65095,108709,0.5988004,1,64577,107664,0.5998012,1
18,1700,105848,105848,1,1,107848,107848,1,1
18,1801,80946,80946,1,1,108188,108188,1,1
18,1802,92977,92977,1,1,113910,113910,1,1
18,1803,54924,54924,1,1,109111,109111,1,1
18,1900,133358,133358,1,1,131636,131636,1,1
18,2000,118769,118769,1,1,117671,117671,1,1
18,2100,117665,117665,1,1,122099,122099,1,1
18,2200,104093,104093,1,1,145448,145448,1,1
18,2301,96329,96329,1,1,103387,103387,1,1
18,2302,108063,108063,1,1,106557,106557,1,1
18,2303,111961,111961,1,1,118447,118447,1,1
18,2304,137009,137009,1,1,140897,140897,1,1
18,2305,167055,167055,1,1,142787,142787,1,1
18,2306,126021,126021,1,1,154027,154027,1,1
18,2307,114016,114016,1,1,137291,137291,1,1
18,2400,115209,115209,1,1,139654,139654,1,1
18,2500,98836,98836,1,1,114438,114438,1,1
18,2600,0,122295,0,0,7516,118102,0.0636399,0
18,2700,54943,160359,0.3426246,0,21575,162696,0.1326093,0
18,2800,120564,120564,1,1,137974,137974,1,1
18,2900,71435,112770,0.6334575,1,76794,119170,0.6444072,1
18,3000,0,106774,0,0,24181,110874,0.2180944,0
18,3100,73883,109471,0.6749082,1,56175,118693,0.4732798,0
18,3200,111944,111944,1,1,85599,119102,0.7187033,1
18,3300,171922,171922,1,1,179703,179703,1,1
18,3400,0,141800,0,0,0,144177,0,0
18,3500,132371,132371,1,1,142204,142204,1,1
18,3600,96472,96472,1,1,110232,110232,1,1
19,100,0,120427,0,0,0,119202,0,0
19,200,0,123116,0,0,0,116578,0,0
19,400,23325,123023,0.1896004,0,24276,120676,0.2011668,0
19,500,128012,128012,1,1,131090,131090,1,1
19,600,12369,138578,0.0892566,0,12453,132264,0.0941526,0
19,700,89143,148936,0.5985323,1,93653,152223,0.6152356,1
19,800,20221,130279,0.155213,0,20638,130998,0.1575444,0
19,900,158668,158668,1,1,165224,165224,1,1
19,1000,191701,191701,1,1,211226,211226,1,1
19,1100,111006,111006,1,1,130882,130882,1,1
19,1200,25308,117208,0.2159238,0,26076,119760,0.2177355,0
19,1300,79981,106205,0.7530813,1,89542,115848,0.7729266,1
19,1400,74983,144248,0.51982,1,82672,152823,0.5409657,1
19,1500,122002,122002,1,1,165663,165663,1,1
19,1600,78363,78363,1,1,117133,117133,1,1
19,1700,194693,194693,1,1,193211,193211,1,1
19,1800,11353,111355,0.1019532,0,10954,106667,0.1026934,0
19,1900,0,131338,0,0,0,123242,0,0
19,2000,103877,128726,0.8069621,1,127158,127158,1,1
19,2100,117917,182531,0.6460108,1,123145,183381,0.6715254,1
19,2200,20670,122987,0.1680666,0,21704,123387,0.1759018,0
19,2300,0,112922,0,0,0,107719,0,0
20,100,0,117782,0,0,0,110107,0,0
20,200,0,153020,0,0,0,149781,0,0
20,300,0,108999,0,0,92719,127081,0.7296056,1
20,400,95365,112140,0.8504064,1,103298,120222,0.8592271,1
20,500,157885,157885,1,1,157505,157505,1,1
20,601,87310,87310,1,1,110602,110602,1,1
20,602,151725,151725,1,1,147902,147902,1,1
20,603,109628,109628,1,1,149838,149838,1,1
20,604,102423,102423,1,1,135837,135837,1,1
20,700,99962,99962,1,1,110826,110826,1,1
20,801,104645,104645,1,1,104280,104280,1,1
20,802,101480,112204,0.9044238,1,110464,120448,0.9171094,1
20,900,0,117729,0,0,0,110333,0,0
20,1000,0,105105,0,0,0,103774,0,0
20,1100,25946,123851,0.2094947,0,31990,118013,0.2710718,0
20,1200,0,141283,0,0,0,138232,0,0
20,1301,134546,134546,1,1,157515,157515,1,1
20,1302,137902,137902,1,1,157319,157319,1,1
20,1303,124063,124063,1,1,122883,122883,1,1
20,1304,148709,148709,1,1,161212,161212,1,1
20,1400,62705,100579,0.6234407,1,42443,105081,0.4039074,0
20,1500,0,136931,0,0,0,134327,0,0
21,100,0,193495,0,0,0,196393,0,0
21,200,0,110606,0,0,0,110237,0,0
21,300,84862,104913,0.8088796,1,88294,109068,0.8095317,1
21,400,11644,162703,0.071566,0,44807,170403,0.2629473,0
21,500,92522,92522,1,1,113792,113792,1,1
21,600,0,100232,0,0,0,105074,0,0
21,700,0,93220,0,0,0,102182,0,0
21,800,0,107348,0,0,0,111129,0,0
21,900,0,130922,0,0,0,125489,0,0
21,1000,0,120656,0,0,0,114762,0,0
21,1100,0,160532,0,0,0,154093,0,0
21,1200,65575,94703,0.6924273,1,31939,106913,0.2987382,0
21,1300,105794,148495,0.7124422,1,116399,162204,0.7176087,1
21,1400,68887,107440,0.6411672,1,55781,108251,0.5152932,1
21,1500,99937,99937,1,1,105221,105221,1,1
21,1600,85080,85080,1,1,107074,107074,1,1
21,1701,129233,129233,1,1,124516,124516,1,1
21,1702,118886,118886,1,1,115136,115136,1,1
21,1703,87853,87853,1,1,106120,106120,1,1
21,1704,110571,110571,1,1,127433,127433,1,1
21,1705,104896,104896,1,1,122467,122467,1,1
21,1706,142165,142165,1,1,145424,145424,1,1
21,1800,90625,90625,1,1,110921,110921,1,1
21,1901,111828,111828,1,1,110761,110761,1,1
21,1902,148684,148684,1,1,185042,185042,1,1
21,2000,23208,110823,0.2094138,0,24939,116976,0.2131976,0
21,2100,39042,104892,0.372209,0,48586,118672,0.4094142,0
21,2200,0,99416,0,0,0,110201,0,0
21,2300,85570,110363,0.7753502,1,102771,128752,0.798209,1
21,2400,151466,151466,1,1,159720,159720,1,1
21,2500,85989,85989,1,1,118811,118811,1,1
21,2600,133260,153962,0.865541,1,138464,160116,0.864773,1
21,2700,8279,131464,0.0629755,0,8488,138130,0.0614494,0
21,2800,86642,135848,0.6377859,1,86452,137884,0.6269908,1
22,100,136766,136766,1,1,131071,131071,1,1
22,101,115128,115128,1,1,123898,123898,1,1
22,200,98577,140408,0.7020772,1,158186,158186,1,1
22,300,25494,172767,0.1475628,0,26656,177829,0.1498968,0
22,400,147250,147250,1,1,153720,153720,1,1
22,500,22803,164106,0.1389525,0,22721,155306,0.1462983,0
22,600,18698,122522,0.1526093,0,22309,125814,0.1773173,0
22,700,126337,178868,0.7063141,1,131613,183947,0.7154942,1
22,800,78772,137198,0.5741486,1,83420,144838,0.5759538,1
22,900,114796,146231,0.785032,1,116187,147781,0.7862107,1
22,1000,0,123134,0,0,0,117368,0,0
22,1100,0,112888,0,0,119772,119772,1,1
22,1200,101408,101408,1,1,113860,113860,1,1
22,1201,88874,88874,1,1,107718,107718,1,1
22,1300,48583,175349,0.2770646,0,125400,180050,0.6964732,1
22,1400,114155,114155,1,1,115869,115869,1,1
22,1500,102194,102194,1,1,125781,125781,1,1
22,1501,180982,180982,1,1,180733,180733,1,1
22,1502,129676,129676,1,1,133657,133657,1,1
22,1600,76612,76612,1,1,107215,107215,1,1
22,1700,102339,102339,1,1,139229,139229,1,1
22,1800,0,144514,0,0,121097,168265,0.7196802,1
22,1900,91116,112347,0.8110244,1,120806,120806,1,1
22,2000,89974,113362,0.7936875,1,96318,119739,0.8043995,1
22,2100,104503,104503,1,1,111860,111860,1,1
22,2200,92592,92592,1,1,120069,120069,1,1
22,2201,98676,98676,1,1,113671,113671,1,1
22,2300,112954,112954,1,1,106823,106823,1,1
22,2301,144547,144547,1,1,136959,136959,1,1
22,2302,141448,141448,1,1,133622,133622,1,1
22,2400,185908,185908,1,1,119996,119996,1,1
22,2401,172977,172977,1,1,106546,106546,1,1
22,2402,125789,125789,1,1,117287,117287,1,1
22,2500,150503,150503,1,1,114087,114087,1,1
23,100,0,107880,0,0,0,104726,0,0
23,200,0,152341,0,0,0,158364,0,0
23,300,144918,144918,1,1,153923,153923,1,1
23,400,0,117115,0,0,0,122151,0,0
23,500,0,161305,0,0,0,167397,0,0
23,600,103793,103793,1,1,107702,107702,1,1
23,700,101882,101882,1,1,103059,103059,1,1
23,800,162604,162604,1,1,173683,173683,1,1
23,900,119226,119226,1,1,128436,128436,1,1
23,1000,103859,103859,1,1,108920,108920,1,1
24,100,74930,104776,0.7151447,1,75087,105184,0.7138633,1
24,200,131923,131923,1,1,147430,147430,1,1
24,301,101602,101602,1,1,120513,120513,1,1
24,302,93681,93681,1,1,112872,112872,1,1
24,400,150897,150897,1,1,167134,167134,1,1
24,501,109970,109970,1,1,118622,118622,1,1
24,502,106098,106098,1,1,123997,123997,1,1
24,503,108804,108804,1,1,112693,112693,1,1
24,504,109029,109029,1,1,116249,116249,1,1
24,505,101133,101133,1,1,109793,109793,1,1
24,506,111596,111596,1,1,112670,112670,1,1
24,507,107663,107663,1,1,111005,111005,1,1
24,601,118227,118227,1,1,134113,134113,1,1
24,602,100363,100363,1,1,110713,110713,1,1
24,700,85951,85951,1,1,101108,101108,1,1
24,801,150879,150879,1,1,139733,139733,1,1
24,802,116393,116393,1,1,111436,111436,1,1
24,803,123145,123145,1,1,120466,120466,1,1
24,804,136085,136085,1,1,130707,130707,1,1
24,805,124652,124652,1,1,118619,118619,1,1
24,901,110187,110187,1,1,127318,127318,1,1
24,902,137655,137655,1,1,159767,159767,1,1
24,1001,103084,103084,1,1,130995,130995,1,1
24,1002,114459,114459,1,1,128331,128331,1,1
24,1003,153178,153178,1,1,176640,176640,1,1
24,1004,167803,167803,1,1,178147,178147,1,1
24,1005,123657,123657,1,1,134896,134896,1,1
24,1006,107063,107063,1,1,115521,115521,1,1
24,1007,104130,104130,1,1,107247,107247,1,1
24,1101,103760,103760,1,1,114269,114269,1,1
24,1102,117053,117053,1,1,131621,131621,1,1
24,1103,101991,101991,1,1,106360,106360,1,1
24,1104,118198,118198,1,1,112946,112946,1,1
24,1105,138758,138758,1,1,166424,166424,1,1
24,1106,107049,107049,1,1,116791,116791,1,1
24,1107,114667,114667,1,1,115009,115009,1,1
24,1201,131366,131366,1,1,155071,155071,1,1
24,1202,103809,103809,1,1,109810,109810,1,1
24,1203,128396,128396,1,1,135138,135138,1,1
24,1204,126087,126087,1,1,137637,137637,1,1
24,1300,40563,154018,0.2633639,0,47798,171461,0.2787689,0
24,1400,109391,155934,0.7015212,1,176657,176657,1,1
24,1500,74560,160771,0.463766,0,193888,193888,1,1
24,1600,120546,120546,1,1,146551,146551,1,1
25,100,134954,134954,1,1,131219,131219,1,1
25,200,118977,118977,1,1,50374,121746,0.4137631,0
25,300,172352,172352,1,1,181045,181045,1,1
25,301,117452,117452,1,1,118668,118668,1,1
25,302,113638,113638,1,1,120279,120279,1,1
25,303,104028,104028,1,1,114169,114169,1,1
25,304,138406,138406,1,1,151398,151398,1,1
25,400,100525,100525,1,1,107614,107614,1,1
25,501,108400,108400,1,1,111178,111178,1,1
25,502,104876,104876,1,1,106519,106519,1,1
25,503,133276,133276,1,1,136206,136206,1,1
25,504,135240,135240,1,1,139823,139823,1,1
25,505,120325,120325,1,1,120862,120862,1,1
25,506,101194,101194,1,1,105162,105162,1,1
25,507,115653,115653,1,1,117421,117421,1,1
25,508,112064,112064,1,1,115623,115623,1,1
25,701,174801,174801,1,1,184511,184511,1,1
25,702,101902,101902,1,1,105526,105526,1,1
25,703,197399,197399,1,1,196427,196427,1,1
25,704,107075,107075,1,1,107526,107526,1,1
25,1000,122397,122397,1,1,128979,128979,1,1
25,1300,120542,120542,1,1,124730,124730,1,1
25,1400,110447,110447,1,1,116679,116679,1,1
25,1600,139889,139889,1,1,143568,143568,1,1
25,1900,152038,152038,1,1,153060,153060,1,1
25,1901,144817,144817,1,1,147305,147305,1,1
25,1902,124295,124295,1,1,127263,127263,1,1
25,2400,110085,110085,1,1,115498,115498,1,1
25,2800,137502,137502,1,1,138100,138100,1,1
25,3301,106221,106221,1,1,117638,117638,1,1
25,3302,129623,129623,1,1,142236,142236,1,1
25,3303,109966,109966,1,1,109690,109690,1,1
25,3304,120432,120432,1,1,125342,125342,1,1
25,3305,122422,122422,1,1,122162,122162,1,1
25,3306,101227,101227,1,1,104955,104955,1,1
25,3400,140828,140828,1,1,143878,143878,1,1
25,3500,104140,104140,1,1,105449,105449,1,1
25,3601,122447,122447,1,1,128696,128696,1,1
25,3602,114541,114541,1,1,117795,117795,1,1
25,3603,114208,114208,1,1,119274,119274,1,1
25,3900,125898,125898,1,1,129479,129479,1,1
25,4000,125803,125803,1,1,125128,125128,1,1
25,4200,116547,116547,1,1,121764,121764,1,1
25,4301,99690,99690,1,1,106743,106743,1,1
25,4302,110206,110206,1,1,107022,107022,1,1
25,4303,119945,119945,1,1,124969,124969,1,1
25,4500,109975,109975,1,1,110945,110945,1,1
25,4700,132281,132281,1,1,131159,131159,1,1
25,4800,89949,114456,0.7858825,1,84729,111436,0.7603378,1
25,4901,113314,113314,1,1,118348,118348,1,1
25,4902,100444,100444,1,1,107996,107996,1,1
25,4903,119935,119935,1,1,127421,127421,1,1
26,100,0,177494,0,0,0,175913,0,0
26,200,0,140122,0,0,0,135448,0,0
26,300,0,141192,0,0,0,136711,0,0
26,400,0,142176,0,0,0,146960,0,0
26,500,0,139298,0,0,0,150952,0,0
26,600,47875,114355,0.4186516,0,0,115274,0,0
26,700,170200,170200,1,1,172188,172188,1,1
26,801,132926,132926,1,1,140248,140248,1,1
26,802,105388,105388,1,1,123553,123553,1,1
26,900,0,105665,0,0,0,111408,0,0
26,1001,132947,132947,1,1,139528,139528,1,1
26,1002,198366,198366,1,1,188822,188822,1,1
26,1003,136603,136603,1,1,157738,157738,1,1
26,1004,106419,106419,1,1,116534,116534,1,1
26,1100,61518,186533,0.329797,0,63342,193573,0.3272254,0
26,1200,0,136888,0,0,0,143713,0,0
26,1300,0,117745,0,0,0,113626,0,0
26,1400,110157,193031,0.57067,1,191400,191400,1,1
26,1500,210039,210039,1,1,200169,200169,1,1
26,1600,0,138892,0,0,0,131961,0,0
26,1701,178530,178530,1,1,187325,187325,1,1
26,1702,115033,115033,1,1,108086,108086,1,1
26,1703,124954,124954,1,1,102438,102438,1,1
